transaction_id,event_time,customer_id,account_id,transaction_type,channel,amount,currency,card_token,merchant_id,mcc,merchant_country,beneficiary_id,beneficiary_country,device_id,ip_address,ip_country
QPY-T000466813,2026-04-30T02:01:12.228Z,QPY-C002794,QPY-A002794,CARD_PAYMENT,ECOM,149.00,EUR,tok_K003626,M001301,5999,DE,,,D005364,30.209.73.75,IT
QPY-T000466814,2026-04-30T02:01:49.055Z,QPY-C000953,QPY-A000953,CARD_PAYMENT,ECOM,16.09,EUR,tok_K001216,M000538,5411,DE,,,D001367,70.96.62.48,DE
QPY-T000466815,2026-04-30T02:02:08.578Z,QPY-C001378,QPY-A001378,CARD_PAYMENT,ECOM,149.71,EUR,tok_K001769,M001141,5999,IT,,,D001964,30.224.120.73,IT
QPY-T000466816,2026-04-30T02:02:11.908Z,QPY-C002206,QPY-A002206,CARD_PAYMENT,ECOM,26.15,EUR,tok_K002856,M001209,5411,DE,,,D003161,70.237.121.167,DE
QPY-T000466817,2026-04-30T02:02:48.401Z,QPY-C002673,QPY-A002673,CARD_PAYMENT,ECOM,149.00,EUR,tok_K003471,M001298,5999,DE,,,D003815,30.122.196.8,IT
QPY-T000466818,2026-04-30T02:03:54.111Z,QPY-C002618,QPY-A002618,CARD_PAYMENT,ECOM,7.36,EUR,tok_K003400,M000335,5541,DE,,,D003742,70.55.56.26,DE
QPY-T000466819,2026-04-30T02:03:56.171Z,QPY-C002635,QPY-A002635,CARD_PAYMENT,ECOM,12.06,EUR,tok_K003420,M000020,4111,DE,,,D003765,70.243.34.32,DE
QPY-T000466820,2026-04-30T02:06:17.517Z,QPY-C001469,QPY-A001469,CARD_PAYMENT,ECOM,29.00,EUR,tok_K001884,M001299,5999,FR,,,D002099,175.3.222.41,ES
QPY-T000466821,2026-04-30T02:06:18.619Z,QPY-C000177,QPY-A000177,CARD_PAYMENT,ECOM,50.16,EUR,tok_K000215,M000441,5311,ES,,,D000248,175.31.106.201,ES
QPY-T000466822,2026-04-30T02:06:55.695Z,QPY-C001446,QPY-A001446,CARD_PAYMENT,ECOM,30.05,EUR,tok_K001856,M000289,5411,ES,,,D002066,175.188.115.35,ES
QPY-T000466823,2026-04-30T02:07:50.241Z,QPY-C001136,QPY-A001136,CARD_PAYMENT,ECOM,30.93,EUR,tok_K001457,M000407,5812,ES,,,D001623,175.63.231.136,ES
QPY-T000466824,2026-04-30T02:13:11.905Z,QPY-C000577,QPY-A000577,CARD_PAYMENT,ECOM,149.00,EUR,tok_K000736,M001300,5999,FR,,,D000816,70.169.46.113,DE
QPY-T000466825,2026-04-30T02:21:27.401Z,QPY-C000582,QPY-A000582,CARD_PAYMENT,POS,93.47,EUR,tok_K000743,M000318,5732,FR,,,,,
QPY-T000466826,2026-04-30T02:22:15.970Z,QPY-C001920,QPY-A001920,CARD_PAYMENT,ECOM,250.00,EUR,tok_K002483,M001298,5999,DE,,,D002750,70.127.170.81,DE
QPY-T000466827,2026-04-30T02:22:30.671Z,QPY-C000347,QPY-A000347,CARD_PAYMENT,ECOM,19.90,EUR,tok_K000435,M001297,5999,DE,,,D000491,70.176.129.57,DE
QPY-T000466828,2026-04-30T02:27:41.551Z,QPY-C001164,QPY-A001164,TRANSFER,MOBILE,105.68,EUR,,,,,B-QPY-A003511,ES,D005541,175.148.33.254,FR
QPY-T000466829,2026-04-30T02:30:51.185Z,QPY-C001964,QPY-A001964,TRANSFER,MOBILE,126.62,EUR,,,,,B015258,ES,D002811,175.15.220.6,ES
QPY-T000466830,2026-04-30T02:31:14.652Z,QPY-C003453,QPY-A003453,CARD_PAYMENT,ECOM,98.53,EUR,tok_K004474,M000593,5816,DE,,,D004884,70.15.13.11,DE
QPY-T000466831,2026-04-30T02:33:04.565Z,QPY-C000642,QPY-A000642,CARD_PAYMENT,ECOM,29.68,EUR,tok_K000821,M000807,5691,DE,,,D005042,70.175.79.237,DE
QPY-T000466832,2026-04-30T02:37:52.373Z,QPY-C000410,QPY-A000410,CARD_PAYMENT,ECOM,52.15,EUR,tok_K000513,M000197,5732,ES,,,D000578,175.15.4.197,ES
QPY-T000466833,2026-04-30T02:46:33.501Z,QPY-C002884,QPY-A002884,CARD_PAYMENT,ECOM,102.35,EUR,tok_K003744,M000378,6051,FR,,,D004097,175.187.118.15,FR
QPY-T000466834,2026-04-30T02:46:35.121Z,QPY-C000001,QPY-A000001,TRANSFER,WEB,84.18,EUR,,,,,B000002,DE,D000001,70.236.190.195,DE
QPY-T000466835,2026-04-30T02:48:43.301Z,QPY-C000387,QPY-A000387,CARD_PAYMENT,ECOM,0.84,EUR,tok_K000483,M001207,8398,BR,,,D005609,154.17.247.123,NG
QPY-T000466836,2026-04-30T02:48:49.805Z,QPY-C001164,QPY-A001164,TRANSFER,MOBILE,139.68,EUR,,,,,B-QPY-A003511,ES,D005541,175.148.33.254,FR
QPY-T000466837,2026-04-30T02:49:12.612Z,QPY-C000387,QPY-A000387,CARD_PAYMENT,ECOM,0.54,EUR,tok_K000483,M001014,5816,DE,,,D005609,154.17.247.123,NG
QPY-T000466838,2026-04-30T02:49:43.374Z,QPY-C000387,QPY-A000387,CARD_PAYMENT,ECOM,2.18,EUR,tok_K000483,M000880,5816,IT,,,D005609,154.17.247.123,NG
QPY-T000466839,2026-04-30T02:50:28.518Z,QPY-C001276,QPY-A001276,CARD_PAYMENT,POS,42.48,EUR,tok_K001635,M000419,5691,IT,,,,,
QPY-T000466840,2026-04-30T02:50:41.652Z,QPY-C000387,QPY-A000387,CARD_PAYMENT,ECOM,2.49,EUR,tok_K000483,M000995,5816,ES,,,D005609,154.17.247.123,NG
QPY-T000466841,2026-04-30T02:51:13.620Z,QPY-C000387,QPY-A000387,CARD_PAYMENT,ECOM,1.94,EUR,tok_K000483,M001222,5816,ES,,,D005609,154.17.247.123,NG
QPY-T000466842,2026-04-30T02:51:29.041Z,QPY-C000927,QPY-A000927,CARD_PAYMENT,ECOM,2.04,EUR,tok_K001184,M001287,8398,TH,,,D005609,154.17.247.123,NG
QPY-T000466843,2026-04-30T02:51:39.480Z,QPY-C000579,QPY-A000579,CARD_PAYMENT,ECOM,37.78,EUR,tok_K000739,M000223,5999,FR,,,D000819,175.125.153.234,FR
QPY-T000466844,2026-04-30T02:52:00.223Z,QPY-C001164,QPY-A001164,TRANSFER,MOBILE,86.27,EUR,,,,,B-QPY-A003511,ES,D005541,175.148.33.254,FR
QPY-T000466845,2026-04-30T02:52:20.299Z,QPY-C002192,QPY-A002192,CARD_PAYMENT,ECOM,2.26,EUR,tok_K002836,M001239,8398,GB,,,D005609,154.17.247.123,NG
QPY-T000466846,2026-04-30T02:52:59.788Z,QPY-C000927,QPY-A000927,CARD_PAYMENT,ECOM,2.41,EUR,tok_K001184,M001287,8398,TH,,,D005609,154.17.247.123,NG
QPY-T000466847,2026-04-30T02:53:03.362Z,QPY-C002192,QPY-A002192,CARD_PAYMENT,ECOM,2.28,EUR,tok_K002836,M000103,5816,US,,,D005609,154.17.247.123,NG
QPY-T000466848,2026-04-30T02:54:40.838Z,QPY-C002192,QPY-A002192,CARD_PAYMENT,ECOM,1.56,EUR,tok_K002836,M001126,5816,DE,,,D005609,154.17.247.123,NG
QPY-T000466849,2026-04-30T02:56:03.597Z,QPY-C000934,QPY-A000934,CARD_PAYMENT,ECOM,16.24,EUR,tok_K001194,M000352,5411,ES,,,D001342,175.5.134.69,ES
QPY-T000466850,2026-04-30T03:04:35.331Z,QPY-C003399,QPY-A003399,CARD_PAYMENT,ECOM,19.29,EUR,tok_K004401,M000388,5816,IT,,,D004812,30.204.89.182,IT
QPY-T000466851,2026-04-30T03:06:46.440Z,QPY-C000417,QPY-A000417,CARD_PAYMENT,ECOM,6.35,EUR,tok_K000522,M000707,5541,ES,,,D000587,175.209.232.52,ES
QPY-T000466852,2026-04-30T03:09:01.989Z,QPY-C002899,QPY-A002899,CARD_PAYMENT,ECOM,17.52,EUR,tok_K003763,M000491,5999,ES,,,D004118,175.244.67.203,ES
QPY-T000466853,2026-04-30T03:09:14.638Z,QPY-C000240,QPY-A000240,TRANSFER,WEB,104.51,EUR,,,,,B009541,ES,D000344,175.128.78.82,ES
QPY-T000466854,2026-04-30T03:09:25.477Z,QPY-C000390,QPY-A000390,CARD_PAYMENT,ECOM,21.32,EUR,tok_K000487,M000859,5812,ES,,,D000548,175.233.52.170,ES
QPY-T000466855,2026-04-30T03:14:27.001Z,QPY-C000765,QPY-A000765,TRANSFER,WEB,124.75,EUR,,,,,B001906,IT,D001093,30.162.105.89,IT
QPY-T000466856,2026-04-30T03:17:35.309Z,QPY-C001615,QPY-A001615,CARD_PAYMENT,ECOM,99.00,EUR,tok_K002077,M001300,5999,FR,,,D002320,175.239.120.67,ES
QPY-T000466857,2026-04-30T03:17:52.371Z,QPY-C001712,QPY-A001712,CARD_PAYMENT,ECOM,35.26,EUR,tok_K002205,M000092,5411,ES,,,D002462,175.144.170.239,ES
QPY-T000466858,2026-04-30T03:18:34.559Z,QPY-C001026,QPY-A001026,CARD_PAYMENT,ECOM,29.00,EUR,tok_K001312,M001299,5999,FR,,,D001468,175.220.107.248,ES
QPY-T000466859,2026-04-30T03:21:54.903Z,QPY-C002348,QPY-A002348,CARD_PAYMENT,ECOM,203.87,EUR,tok_K003037,M000819,7011,ES,,,D003358,175.60.113.114,ES
QPY-T000466860,2026-04-30T03:25:19.198Z,QPY-C000477,QPY-A000477,CARD_PAYMENT,ECOM,21.51,EUR,tok_K000608,M001188,5411,DE,,,D000673,70.14.230.173,DE
QPY-T000466861,2026-04-30T03:26:47.717Z,QPY-C003098,QPY-A003098,CARD_PAYMENT,ECOM,38.91,EUR,tok_K004020,M000760,5812,FR,,,D005430,175.6.232.210,FR
QPY-T000466862,2026-04-30T03:31:25.944Z,QPY-C002264,QPY-A002264,CARD_PAYMENT,ECOM,30.64,EUR,tok_K002932,M000076,5999,ES,,,D003242,175.52.144.245,ES
QPY-T000466863,2026-04-30T03:33:50.964Z,QPY-C002972,QPY-A002972,CARD_PAYMENT,ECOM,12.61,EUR,tok_K003848,M000754,5411,PT,,,D004222,79.60.142.230,PT
QPY-T000466864,2026-04-30T03:36:36.527Z,QPY-C003398,QPY-A003398,CARD_PAYMENT,ECOM,27.99,EUR,tok_K004400,M000061,5812,ES,,,D004811,175.102.165.18,ES
QPY-T000466865,2026-04-30T03:37:44.030Z,QPY-C001882,QPY-A001882,CARD_PAYMENT,ECOM,105.53,EUR,tok_K002433,M000197,5732,ES,,,D002696,175.133.28.1,ES
QPY-T000466866,2026-04-30T03:38:03.932Z,QPY-C001852,QPY-A001852,CARD_PAYMENT,ECOM,8.04,EUR,tok_K002390,M001025,8398,DE,,,D002658,70.4.22.49,DE
QPY-T000466867,2026-04-30T03:42:41.711Z,QPY-C002301,QPY-A002301,CARD_PAYMENT,ECOM,10.67,EUR,tok_K002978,M000521,5691,PT,,,D003298,79.248.140.66,PT
QPY-T000466868,2026-04-30T03:43:06.122Z,QPY-C000970,QPY-A000970,TRANSFER,MOBILE,353.54,EUR,,,,,B011889,DE,D001390,70.4.157.221,DE
QPY-T000466869,2026-04-30T03:43:08.393Z,QPY-C002483,QPY-A002483,CARD_PAYMENT,ECOM,91.77,EUR,tok_K003218,M000875,5411,DE,,,D003557,70.60.49.123,DE
QPY-T000466870,2026-04-30T03:44:41.100Z,QPY-C000881,QPY-A000881,CARD_PAYMENT,ECOM,31.64,EUR,tok_K001121,M000811,4511,ES,,,D001266,175.107.249.98,ES
QPY-T000466871,2026-04-30T03:45:54.768Z,QPY-C000012,QPY-A000012,CARD_PAYMENT,ECOM,7.73,EUR,tok_K000012,M000803,5812,DE,,,D000014,70.116.224.185,DE
QPY-T000466872,2026-04-30T03:46:09.519Z,QPY-C000567,QPY-A000567,CARD_PAYMENT,ECOM,250.00,EUR,tok_K000723,M001299,5999,FR,,,D000804,70.238.136.168,DE
QPY-T000466873,2026-04-30T03:46:37.578Z,QPY-C001476,QPY-A001476,CARD_PAYMENT,ECOM,49.00,EUR,tok_K001893,M001300,5999,FR,,,D002107,175.125.187.247,FR
QPY-T000466874,2026-04-30T03:49:42.456Z,QPY-C000763,QPY-A000763,CARD_PAYMENT,ECOM,194.35,EUR,tok_K000976,M000900,5691,ES,,,D001091,175.60.25.244,ES
QPY-T000466875,2026-04-30T03:52:36.593Z,QPY-C001380,QPY-A001380,CARD_PAYMENT,ECOM,21.00,EUR,tok_K001771,M000528,5411,PT,,,D001967,79.228.94.21,PT
QPY-T000466876,2026-04-30T03:57:06.667Z,QPY-C003428,QPY-A003428,CARD_PAYMENT,ECOM,96.47,EUR,tok_K004444,M000932,5812,ES,,,D004852,175.167.17.74,ES
QPY-T000466877,2026-04-30T04:01:22.755Z,QPY-C003057,QPY-A003057,CARD_PAYMENT,ECOM,19.90,EUR,tok_K003963,M001298,5999,DE,,,D004349,175.241.42.66,FR
QPY-T000466878,2026-04-30T04:05:52.071Z,QPY-C001651,QPY-A001651,CARD_PAYMENT,ECOM,59.21,EUR,tok_K002125,M000342,5732,IT,,,D002374,30.218.115.98,IT
QPY-T000466879,2026-04-30T04:09:21.552Z,QPY-C003516,QPY-A003516,CARD_PAYMENT,ECOM,13.59,EUR,tok_K004561,M000834,8398,DE,,,D005515,79.4.234.166,DE
QPY-T000466880,2026-04-30T04:09:37.985Z,QPY-C000750,QPY-A000750,CARD_PAYMENT,ECOM,93.74,EUR,tok_K000958,M000099,5411,IT,,,D005061,30.188.72.167,IT
QPY-T000466881,2026-04-30T04:11:23.253Z,QPY-C002378,QPY-A002378,CARD_PAYMENT,ECOM,13.92,EUR,tok_K003079,M000037,5411,FR,,,D003401,175.232.207.199,FR
QPY-T000466882,2026-04-30T04:12:54.645Z,QPY-C001013,QPY-A001013,CARD_PAYMENT,ECOM,8.13,EUR,tok_K001295,M000221,5411,ES,,,D001449,175.142.142.148,ES
QPY-T000466883,2026-04-30T04:13:10.508Z,QPY-C002538,QPY-A002538,TRANSFER,MOBILE,569.53,EUR,,,,,B017189,PT,D003627,79.190.164.163,PT
QPY-T000466884,2026-04-30T04:13:18.713Z,QPY-C000234,QPY-A000234,TRANSFER,MOBILE,160.73,EUR,,,,,B009521,PT,D004984,79.54.35.136,PT
QPY-T000466885,2026-04-30T04:13:59.910Z,QPY-C003477,QPY-A003477,CARD_PAYMENT,POS,33.84,EUR,tok_K004505,M000223,5999,FR,,,,,
QPY-T000466886,2026-04-30T04:15:55.687Z,QPY-C002737,QPY-A002737,TRANSFER,WEB,241.41,EUR,,,,,B017856,FR,D003901,175.6.18.22,FR
QPY-T000466887,2026-04-30T04:16:53.788Z,QPY-C002404,QPY-A002404,CARD_PAYMENT,POS,41.86,EUR,tok_K003115,M000863,5411,ES,,,,,
QPY-T000466888,2026-04-30T04:20:51.886Z,QPY-C002187,QPY-A002187,CARD_PAYMENT,ECOM,19.90,EUR,tok_K002828,M001300,5999,FR,,,D003133,175.254.224.102,ES
QPY-T000466889,2026-04-30T04:21:54.673Z,QPY-C003481,QPY-A003481,CARD_PAYMENT,ECOM,17.58,EUR,tok_K004510,M000249,7995,IT,,,D004921,30.65.125.199,IT
QPY-T000466890,2026-04-30T04:23:47.048Z,QPY-C001574,QPY-A001574,CARD_PAYMENT,POS,45.66,EUR,tok_K002018,M000051,5812,FR,,,,,
QPY-T000466891,2026-04-30T04:26:29.459Z,QPY-C003147,QPY-A003147,CARD_PAYMENT,ECOM,29.54,EUR,tok_K004084,M000779,5812,DE,,,D004468,70.169.149.144,DE
QPY-T000466892,2026-04-30T04:27:25.528Z,QPY-C001977,QPY-A001977,CARD_PAYMENT,ECOM,45.57,EUR,tok_K002554,M000931,5691,ES,,,D002827,175.30.211.182,ES
QPY-T000466893,2026-04-30T04:28:00.465Z,QPY-C002710,QPY-A002710,CARD_PAYMENT,ECOM,77.34,EUR,tok_K003520,M000918,5944,FR,,,D003869,175.64.134.210,FR
