transaction_id,event_time,customer_id,account_id,card_token,transaction_type,channel,amount,currency,merchant_id,mcc,merchant_country,beneficiary_id,beneficiary_country,device_id,ip_address,ip_country,is_fraud,fraud_type,scenario_id,label_available_at
ALD-T000027707,2026-01-05 01:17:28.223840+00:00,ALD-C003491,ALD-A003491,,TRANSFER,WEB,656.14,EUR,,,,B032868,NG,D006085,147.14.104.163,BR,True,account_takeover,ATO-0008,2026-01-12 10:15:48.223840+00:00
ALD-T000027712,2026-01-05 01:27:47.702685+00:00,ALD-C003491,ALD-A003491,,TRANSFER,WEB,239.09,EUR,,,,B032868,NG,D006085,147.14.104.163,BR,True,account_takeover,ATO-0008,2026-01-12 10:26:07.702685+00:00
ALD-T000028528,2026-01-05 09:26:49.997935+00:00,ALD-C000107,ALD-A000107,,TRANSFER,OPEN_BANKING,299.32,EUR,,,,B010692,PT,D000153,79.174.216.145,PT,False,,,
ALD-T000030674,2026-01-05 13:59:17.408738+00:00,ALD-C000287,ALD-A000287,tok_K000364,CARD_PAYMENT,ECOM,629.95,EUR,M000496,5816,FR,,,D006159,154.80.190.216,NG,True,stolen_card,STC-0033,2026-02-20 23:02:36.408738+00:00
ALD-T000030766,2026-01-05 14:07:09.868336+00:00,ALD-C000287,ALD-A000287,tok_K000364,CARD_PAYMENT,ECOM,692.43,EUR,M001583,5311,TH,,,D006159,154.80.190.216,NG,True,stolen_card,STC-0033,2026-02-20 23:10:28.868336+00:00
ALD-T000031081,2026-01-05 14:37:00.356331+00:00,ALD-C000287,ALD-A000287,tok_K000364,CARD_PAYMENT,ECOM,415.41,EUR,M001247,5311,ES,,,D006159,154.80.190.216,NG,True,stolen_card,STC-0033,2026-02-20 23:40:19.356331+00:00
ALD-T000031306,2026-01-05 15:01:14.682961+00:00,ALD-C000287,ALD-A000287,tok_K000364,CARD_PAYMENT,ECOM,108.39,EUR,M001536,5732,GB,,,D006159,154.80.190.216,NG,True,stolen_card,STC-0033,2026-02-21 00:04:33.682961+00:00
ALD-T000031367,2026-01-05 15:07:07.610618+00:00,ALD-C000351,ALD-A000351,,TRANSFER,BRANCH,247.71,EUR,,,,B012131,PT,,,,False,,,
ALD-T000031608,2026-01-05 15:32:41.085071+00:00,ALD-C000287,ALD-A000287,tok_K000364,CARD_PAYMENT,ECOM,208.95,EUR,M001553,5944,IT,,,D006159,154.80.190.216,NG,True,stolen_card,STC-0033,2026-02-21 00:36:00.085071+00:00
ALD-T000032270,2026-01-05 16:47:57.006883+00:00,ALD-C000868,ALD-A000868,,TRANSFER,OPEN_BANKING,2378.03,EUR,,,,B002152,PT,D001248,79.249.9.1,PT,False,,,
ALD-T000032420,2026-01-05 17:10:03.267194+00:00,ALD-C000046,ALD-A000046,,TRANSFER,WEB,221.86,EUR,,,,B000117,PT,D000065,79.235.209.187,PT,False,,,
ALD-T000033742,2026-01-06 02:02:51.146789+00:00,ALD-C004017,ALD-A004017,,TRANSFER,MOBILE,425.36,EUR,,,,B032822,ID,D006059,79.40.25.145,PT,True,fraud_ring,RING-002-ALD-C004017-5,2026-01-22 00:18:05.146789+00:00
ALD-T000034666,2026-01-06 09:37:20.471711+00:00,ALD-C000893,ALD-A000893,tok_K001147,CARD_PAYMENT,ECOM,36.57,EUR,M000251,5411,PT,,,D001285,79.165.96.51,PT,False,,,
ALD-T000035376,2026-01-06 11:31:32.934998+00:00,ALD-C003416,ALD-A003416,tok_K004434,CARD_PAYMENT,POS,115.03,EUR,M000764,5541,PT,,,,,,False,,,
ALD-T000036164,2026-01-06 12:58:18.041589+00:00,ALD-C003956,ALD-A003956,tok_K005127,CARD_PAYMENT,POS,106.55,EUR,M000133,5311,US,,,,,,True,geo_counterfeit,GEO-0017,2026-01-10 10:20:39.041589+00:00
ALD-T000036303,2026-01-06 13:11:17.101911+00:00,ALD-C003956,ALD-A003956,tok_K005127,CARD_PAYMENT,POS,307.45,EUR,M001000,5311,US,,,,,,True,geo_counterfeit,GEO-0017,2026-01-10 10:33:38.101911+00:00
ALD-T000036551,2026-01-06 13:34:10.146921+00:00,ALD-C003956,ALD-A003956,tok_K005127,CARD_PAYMENT,POS,358.02,EUR,M000465,5732,US,,,,,,True,geo_counterfeit,GEO-0017,2026-01-10 10:56:31.146921+00:00
ALD-T000036692,2026-01-06 13:49:05.730859+00:00,ALD-C003956,ALD-A003956,tok_K005127,CARD_PAYMENT,POS,110.65,EUR,M001591,5311,US,,,,,,True,geo_counterfeit,GEO-0017,2026-01-10 11:11:26.730859+00:00
ALD-T000037093,2026-01-06 14:27:20.334804+00:00,ALD-C004020,ALD-A004020,tok_K005206,CARD_PAYMENT,ECOM,398.82,EUR,M000706,5732,PT,,,D006060,79.40.25.145,PT,True,fraud_ring,RING-002-ALD-C004020-1,2026-02-11 21:42:47.334804+00:00
ALD-T000037991,2026-01-06 15:59:53.944593+00:00,ALD-C001205,ALD-A001205,,TRANSFER,MOBILE,106.39,EUR,,,,B002998,PT,D001722,79.29.76.6,PT,False,,,
ALD-T000038273,2026-01-06 16:32:22.424969+00:00,ALD-C002534,ALD-A002534,tok_K003297,CARD_PAYMENT,POS,9.51,EUR,M000143,5411,PT,,,,,,False,,,
ALD-T000039133,2026-01-06 18:42:10.247457+00:00,ALD-C004004,ALD-A004004,tok_K005184,CARD_PAYMENT,ECOM,893.43,EUR,M000060,6051,PT,,,D006041,79.12.90.216,PT,True,fraud_ring,RING-000-ALD-C004004-1,
ALD-T000039397,2026-01-06 19:46:42.922569+00:00,ALD-C002319,ALD-A002319,tok_K003007,CARD_PAYMENT,POS,20.96,EUR,M000535,5812,PT,,,,,,False,,,
ALD-T000039513,2026-01-06 20:24:05.468240+00:00,ALD-C003292,ALD-A003292,tok_K004275,CARD_PAYMENT,POS,226.44,EUR,M001580,7011,PT,,,,,,False,,,
ALD-T000039601,2026-01-06 20:59:00.583481+00:00,ALD-C000339,ALD-A000339,tok_K000427,CARD_PAYMENT,ECOM,23.2,EUR,M000188,5816,PT,,,D000478,79.246.15.38,PT,False,,,
ALD-T000041156,2026-01-07 10:56:31.498581+00:00,ALD-C003296,ALD-A003296,tok_K004279,CARD_PAYMENT,POS,31.58,EUR,M000205,5999,PT,,,,,,False,,,
ALD-T000044524,2026-01-07 17:33:14.103564+00:00,ALD-C000757,ALD-A000757,tok_K000969,CARD_PAYMENT,POS,81.62,EUR,M000102,5311,ID,,,,,,True,geo_counterfeit,GEO-0001,2026-01-17 07:29:43.103564+00:00
ALD-T000044582,2026-01-07 17:41:18.140556+00:00,ALD-C000757,ALD-A000757,tok_K000969,CARD_PAYMENT,POS,80.19,EUR,M001544,5732,ID,,,,,,True,geo_counterfeit,GEO-0001,2026-01-17 07:37:47.140556+00:00
ALD-T000044599,2026-01-07 17:43:42.346401+00:00,ALD-C003356,ALD-A003356,tok_K004352,CARD_PAYMENT,ECOM,109.1,EUR,M000334,4812,PT,,,D004753,79.204.89.182,PT,False,,,
ALD-T000044733,2026-01-07 18:04:28.961501+00:00,ALD-C000757,ALD-A000757,tok_K000969,CARD_PAYMENT,POS,246.45,EUR,M001545,5944,ID,,,,,,True,geo_counterfeit,GEO-0001,2026-01-17 08:00:57.961501+00:00
ALD-T000044885,2026-01-07 18:30:47.779732+00:00,ALD-C000757,ALD-A000757,tok_K000969,CARD_PAYMENT,POS,78.3,EUR,M001393,5732,ID,,,,,,True,geo_counterfeit,GEO-0001,2026-01-17 08:27:16.779732+00:00
ALD-T000051317,2026-01-08 20:32:16.199216+00:00,ALD-C001461,ALD-A001461,tok_K001880,CARD_PAYMENT,POS,57.79,EUR,M000621,5411,PT,,,,,,False,,,
ALD-T000051783,2026-01-09 06:00:15+00:00,ALD-C003176,ALD-A003176,tok_K004124,CARD_PAYMENT,POS,41.79,EUR,M001358,5691,PT,,,,,,False,,,
ALD-T000054755,2026-01-09 14:16:06.993402+00:00,ALD-C001768,ALD-A001768,tok_K002288,CARD_PAYMENT,ECOM,1.81,EUR,M000556,8398,BR,,,D006193,107.144.114.141,US,True,card_testing,CTS-0007,2026-01-23 01:19:09.993402+00:00
ALD-T000054765,2026-01-09 14:16:46.563291+00:00,ALD-C001768,ALD-A001768,tok_K002288,CARD_PAYMENT,ECOM,2.32,EUR,M000582,5816,PT,,,D006193,107.144.114.141,US,True,card_testing,CTS-0007,2026-01-23 01:19:49.563291+00:00
ALD-T000054777,2026-01-09 14:17:53.471196+00:00,ALD-C002402,ALD-A002402,tok_K003121,CARD_PAYMENT,ECOM,1.71,EUR,M000629,8398,US,,,D006193,107.144.114.141,US,True,card_testing,CTS-0007,2026-01-23 01:20:56.471196+00:00
ALD-T000054784,2026-01-09 14:18:52.652169+00:00,ALD-C002402,ALD-A002402,tok_K003121,CARD_PAYMENT,ECOM,2.37,EUR,M001530,5816,FR,,,D006193,107.144.114.141,US,True,card_testing,CTS-0007,2026-01-23 01:21:55.652169+00:00
ALD-T000054791,2026-01-09 14:19:33.138607+00:00,ALD-C002402,ALD-A002402,tok_K003121,CARD_PAYMENT,ECOM,1.61,EUR,M000388,5816,PT,,,D006193,107.144.114.141,US,True,card_testing,CTS-0007,2026-01-23 01:22:36.138607+00:00
ALD-T000054796,2026-01-09 14:19:54.150095+00:00,ALD-C002170,ALD-A002170,tok_K002817,CARD_PAYMENT,ECOM,1.69,EUR,M000629,8398,US,,,D006193,107.144.114.141,US,True,card_testing,CTS-0007,2026-01-23 01:22:57.150095+00:00
ALD-T000054800,2026-01-09 14:20:20.265321+00:00,ALD-C002402,ALD-A002402,tok_K003121,CARD_PAYMENT,ECOM,1.29,EUR,M001523,8398,ES,,,D006193,107.144.114.141,US,True,card_testing,CTS-0007,2026-01-23 01:23:23.265321+00:00
ALD-T000054804,2026-01-09 14:21:01.473937+00:00,ALD-C002170,ALD-A002170,tok_K002817,CARD_PAYMENT,ECOM,0.65,EUR,M001571,8398,NL,,,D006193,107.144.114.141,US,True,card_testing,CTS-0007,2026-01-23 01:24:04.473937+00:00
ALD-T000054838,2026-01-09 14:23:53.367999+00:00,ALD-C002193,ALD-A002193,tok_K002847,CARD_PAYMENT,ECOM,1.21,EUR,M001427,5816,IT,,,D006193,107.144.114.141,US,True,card_testing,CTS-0007,2026-01-23 01:26:56.367999+00:00
ALD-T000054846,2026-01-09 14:24:22.226596+00:00,ALD-C002193,ALD-A002193,tok_K002847,CARD_PAYMENT,ECOM,1.83,EUR,M001398,8398,TH,,,D006193,107.144.114.141,US,True,card_testing,CTS-0007,2026-01-23 01:27:25.226596+00:00
ALD-T000054867,2026-01-09 14:26:07.767560+00:00,ALD-C002193,ALD-A002193,tok_K002847,CARD_PAYMENT,ECOM,0.89,EUR,M001161,5816,ES,,,D006193,107.144.114.141,US,True,card_testing,CTS-0007,2026-01-23 01:29:10.767560+00:00
ALD-T000054877,2026-01-09 14:27:17.613015+00:00,ALD-C002193,ALD-A002193,tok_K002847,CARD_PAYMENT,ECOM,2.44,EUR,M001515,8398,DE,,,D006193,107.144.114.141,US,True,card_testing,CTS-0007,2026-01-23 01:30:20.613015+00:00
ALD-T000054885,2026-01-09 14:27:55.670883+00:00,ALD-C002193,ALD-A002193,tok_K002847,CARD_PAYMENT,ECOM,2.13,EUR,M000629,8398,US,,,D006193,107.144.114.141,US,True,card_testing,CTS-0007,2026-01-23 01:30:58.670883+00:00
ALD-T000055356,2026-01-09 15:18:00.019543+00:00,ALD-C004003,ALD-A004003,,TRANSFER,MOBILE,812.51,EUR,,,,B032789,ID,D006040,79.12.90.216,PT,True,fraud_ring,RING-000-ALD-C004003-1,2026-02-14 17:37:09.019543+00:00
ALD-T000055690,2026-01-09 15:55:47.936065+00:00,ALD-C000346,ALD-A000346,tok_K000437,CARD_PAYMENT,ECOM,61.95,EUR,M000016,5999,PT,,,D000488,79.107.205.90,PT,False,,,
ALD-T000056453,2026-01-09 17:29:08.042743+00:00,ALD-C000380,ALD-A000380,tok_K000484,CARD_PAYMENT,POS,142.88,EUR,M001171,5812,PT,,,,,,False,,,
ALD-T000057217,2026-01-09 20:21:32.171735+00:00,ALD-C002170,ALD-A002170,tok_K002817,CARD_PAYMENT,ECOM,337.38,EUR,M000422,5732,PT,,,D006193,107.144.114.141,US,True,card_testing,CTS-0007,2026-01-23 07:24:35.171735+00:00
ALD-T000058240,2026-01-10 08:01:29.891884+00:00,ALD-C002851,ALD-A002851,tok_K003707,CARD_PAYMENT,POS,47.04,EUR,M001483,5411,PT,,,,,,False,,,
ALD-T000059204,2026-01-10 10:37:25.916913+00:00,ALD-C003365,ALD-A003365,tok_K004366,CARD_PAYMENT,ECOM,99.0,EUR,M001597,5691,PT,,,D004766,79.41.195.2,PT,True,transaction_laundering,TXL-0000,2026-02-27 00:00:15.916913+00:00
ALD-T000063407,2026-01-10 16:19:30.205230+00:00,ALD-C002401,ALD-A002401,,TRANSFER,MOBILE,660.97,EUR,,,,B032875,RO,D006092,100.58.52.32,RU,True,account_takeover,ATO-0019,2026-01-14 23:55:27.205230+00:00
ALD-T000063704,2026-01-10 16:44:57.507144+00:00,ALD-C002401,ALD-A002401,,TRANSFER,MOBILE,510.11,EUR,,,,B032875,RO,D006092,100.58.52.32,RU,True,account_takeover,ATO-0019,
ALD-T000063866,2026-01-10 17:00:53.547078+00:00,ALD-C002401,ALD-A002401,,TRANSFER,MOBILE,534.11,EUR,,,,B032875,RO,D006092,100.58.52.32,RU,True,account_takeover,ATO-0019,2026-01-15 00:36:50.547078+00:00
ALD-T000063887,2026-01-10 17:02:42.941621+00:00,ALD-C000923,ALD-A000923,,TRANSFER,MOBILE,41.11,EUR,,,,B002273,PT,D001326,79.17.203.77,PT,False,,,
ALD-T000064441,2026-01-10 18:07:18.888818+00:00,ALD-C000159,ALD-A000159,tok_K000201,CARD_PAYMENT,POS,133.31,EUR,M000932,5812,PT,,,,,,False,,,
ALD-T000065784,2026-01-11 05:38:00.985833+00:00,ALD-C003605,ALD-A003605,,TRANSFER,WEB,3704.47,EUR,,,,B032887,RO,D006104,79.165.191.253,VN,True,account_takeover,ATO-0044,2026-01-16 03:02:55.985833+00:00
ALD-T000065990,2026-01-11 06:18:56.025786+00:00,ALD-C003605,ALD-A003605,,TRANSFER,WEB,966.9,EUR,,,,B032887,RO,D006104,79.165.191.253,VN,True,account_takeover,ATO-0044,2026-01-16 03:43:51.025786+00:00
ALD-T000066028,2026-01-11 06:35:38.253802+00:00,ALD-C003121,ALD-A003121,tok_K004056,CARD_PAYMENT,ECOM,250.0,EUR,M001597,5691,PT,,,D004433,79.34.200.54,PT,True,transaction_laundering,TXL-0000,2026-02-27 19:58:28.253802+00:00
ALD-T000069543,2026-01-11 13:58:45.088610+00:00,ALD-C000858,ALD-A000858,,TRANSFER,WEB,159.7,EUR,,,,B002127,PT,D001234,79.39.53.29,PT,False,,,
ALD-T000069622,2026-01-11 14:06:23.482078+00:00,ALD-C001672,ALD-A001672,tok_K002159,CARD_PAYMENT,POS,34.15,EUR,M000187,5411,PT,,,,,,False,,,
ALD-T000073505,2026-01-12 04:10:59.949454+00:00,ALD-C003621,ALD-A003621,tok_K004702,CARD_PAYMENT,POS,424.21,EUR,M000369,4511,PT,,,,,,False,,,
ALD-T000074161,2026-01-12 08:58:45.245111+00:00,ALD-C002116,ALD-A002116,tok_K002745,CARD_PAYMENT,POS,46.58,EUR,M000410,5311,TH,,,,,,True,geo_counterfeit,GEO-0008,2026-02-16 23:22:52.245111+00:00
ALD-T000074184,2026-01-12 09:04:16.581357+00:00,ALD-C002116,ALD-A002116,tok_K002745,CARD_PAYMENT,POS,118.33,EUR,M001583,5311,TH,,,,,,True,geo_counterfeit,GEO-0008,2026-02-16 23:28:23.581357+00:00
ALD-T000074225,2026-01-12 09:13:14.654759+00:00,ALD-C002116,ALD-A002116,tok_K002745,CARD_PAYMENT,POS,128.67,EUR,M001583,5311,TH,,,,,,True,geo_counterfeit,GEO-0008,2026-02-16 23:37:21.654759+00:00
ALD-T000074275,2026-01-12 09:24:18.758302+00:00,ALD-C000253,ALD-A000253,tok_K000321,CARD_PAYMENT,POS,96.36,EUR,M000425,5999,PT,,,,,,False,,,
ALD-T000074295,2026-01-12 09:28:15.444795+00:00,ALD-C002116,ALD-A002116,tok_K002745,CARD_PAYMENT,POS,94.83,EUR,M000643,5311,TH,,,,,,True,geo_counterfeit,GEO-0008,2026-02-16 23:52:22.444795+00:00
ALD-T000075880,2026-01-12 12:54:58.290058+00:00,ALD-C004017,ALD-A004017,,TRANSFER,MOBILE,1967.56,EUR,,,,B032822,BR,D006059,79.40.25.145,PT,True,fraud_ring,RING-002-ALD-C004017-1,2026-02-11 03:57:53.290058+00:00
ALD-T000079477,2026-01-13 01:15:11.527741+00:00,ALD-C001783,ALD-A001783,,TRANSFER,WEB,673.84,EUR,,,,B-ALD-A004002,PT,D006040,79.196.1.254,BR,True,account_takeover,ATO-0000,2026-01-19 09:58:48.527741+00:00
ALD-T000079480,2026-01-13 01:18:36.586845+00:00,ALD-C001783,ALD-A001783,,TRANSFER,WEB,437.74,EUR,,,,B-ALD-A004002,PT,D006040,79.196.1.254,BR,True,account_takeover,ATO-0000,2026-01-19 10:02:13.586845+00:00
ALD-T000079532,2026-01-13 03:06:39.384029+00:00,ALD-C000555,ALD-A000555,tok_K000715,CARD_PAYMENT,ECOM,29.0,EUR,M001597,5691,PT,,,D000790,79.111.81.106,PT,True,transaction_laundering,TXL-0000,2026-03-01 16:29:29.384029+00:00
ALD-T000079764,2026-01-13 06:29:40.639496+00:00,ALD-C003562,ALD-A003562,tok_K004627,CARD_PAYMENT,POS,10.1,EUR,M000182,5691,PT,,,,,,False,,,
ALD-T000082584,2026-01-13 14:10:24.948425+00:00,ALD-C001678,ALD-A001678,tok_K002166,CARD_PAYMENT,POS,235.42,EUR,M001328,7011,PT,,,,,,False,,,
ALD-T000084100,2026-01-13 17:13:30.006572+00:00,ALD-C002048,ALD-A002048,tok_K002654,CARD_PAYMENT,ECOM,100.75,EUR,M000852,5812,PT,,,D002935,79.114.188.232,PT,False,,,
ALD-T000085293,2026-01-13 22:56:52.037233+00:00,ALD-C003191,ALD-A003191,,TRANSFER,WEB,1595.82,EUR,,,,B-ALD-A004002,PT,D006041,79.12.90.216,PT,True,account_takeover,ATO-0022,2026-01-16 17:15:38.037233+00:00
ALD-T000085776,2026-01-14 07:31:13.905086+00:00,ALD-C002372,ALD-A002372,,TRANSFER,WEB,568.99,EUR,,,,B-ALD-A004004,PT,D006041,79.12.90.216,NG,True,account_takeover,ATO-0025,2026-01-22 07:45:08.905086+00:00
ALD-T000087041,2026-01-14 11:36:45.280754+00:00,ALD-C000788,ALD-A000788,tok_K001009,CARD_PAYMENT,POS,96.92,EUR,M000680,5411,PT,,,,,,False,,,
ALD-T000088629,2026-01-14 14:27:38.938083+00:00,ALD-C001554,ALD-A001554,tok_K001999,CARD_PAYMENT,POS,5.35,EUR,M001097,5812,PT,,,,,,False,,,
ALD-T000091388,2026-01-15 00:18:23.166264+00:00,ALD-C003654,ALD-A003654,tok_K004742,CARD_PAYMENT,ECOM,49.0,EUR,M001597,5691,PT,,,D005168,79.81.46.116,PT,True,transaction_laundering,TXL-0000,2026-03-03 13:41:13.166264+00:00
ALD-T000091464,2026-01-15 02:40:32.223583+00:00,ALD-C002625,ALD-A002625,tok_K003416,CARD_PAYMENT,ECOM,29.0,EUR,M001597,5691,PT,,,D003749,79.141.206.176,PT,True,transaction_laundering,TXL-0000,2026-03-03 16:03:22.223583+00:00
ALD-T000091504,2026-01-15 03:44:39.523455+00:00,ALD-C002639,ALD-A002639,,TRANSFER,MOBILE,798.31,EUR,,,,B032878,ID,D006095,100.111.143.161,RU,True,account_takeover,ATO-0026,2026-01-23 22:59:00.523455+00:00
ALD-T000091526,2026-01-15 04:17:30.606962+00:00,ALD-C002779,ALD-A002779,tok_K003612,CARD_PAYMENT,ECOM,19.9,EUR,M001597,5691,PT,,,D003950,79.89.30.66,PT,True,transaction_laundering,TXL-0000,2026-03-03 17:40:20.606962+00:00
ALD-T000091777,2026-01-15 06:56:04.616794+00:00,ALD-C001415,ALD-A001415,tok_K001822,CARD_PAYMENT,ECOM,49.0,EUR,M001597,5691,PT,,,D005786,79.76.1.228,PT,True,transaction_laundering,TXL-0000,2026-03-03 20:18:54.616794+00:00
ALD-T000092072,2026-01-15 08:37:45.838262+00:00,ALD-C000202,ALD-A000202,,TRANSFER,WEB,188.13,EUR,,,,B032871,NG,D006088,58.88.154.15,RO,True,account_takeover,ATO-0012,2026-01-21 17:59:00.838262+00:00
ALD-T000092135,2026-01-15 08:52:26.580756+00:00,ALD-C000202,ALD-A000202,,TRANSFER,WEB,288.12,EUR,,,,B032871,NG,D006088,58.88.154.15,RO,True,account_takeover,ATO-0012,2026-01-21 18:13:41.580756+00:00
ALD-T000092376,2026-01-15 09:45:58.221115+00:00,ALD-C002810,ALD-A002810,,TRANSFER,WEB,513.81,EUR,,,,B032872,VN,D006089,79.203.244.19,PT,True,account_takeover,ATO-0013,2026-01-18 06:48:09.221115+00:00
