customer_id,account_id,segment,home_country,tenure_days,age_band,avg_amount_90d,risk_tier,card_tokens,bound_device_ids,is_mule,ring_id
QPY-C000049,QPY-A000049,casual,DE,2460,18-25,17.77,standard,tok_K000055;tok_K000056,D000064;D000065,False,
QPY-C000050,QPY-A000050,casual,ES,1387,26-35,23.03,standard,tok_K000057,D000066,False,
QPY-C000051,QPY-A000051,casual,ES,2074,36-50,20.7,standard,tok_K000058,D000067,False,
QPY-C000052,QPY-A000052,frequent,FR,590,51-65,35.67,standard,tok_K000059,D000068,False,
QPY-C000053,QPY-A000053,frequent,DE,436,36-50,23.74,standard,tok_K000060,D000069;D000070,False,
QPY-C000054,QPY-A000054,casual,ES,2541,36-50,18.02,standard,tok_K000061,D000071;D000072,False,
QPY-C000055,QPY-A000055,frequent,DE,1325,51-65,27.24,standard,tok_K000062,D000073;D000074,False,
QPY-C000056,QPY-A000056,frequent,DE,2910,36-50,29.0,standard,tok_K000063,D000075,False,
QPY-C000057,QPY-A000057,casual,IT,713,36-50,13.1,standard,tok_K000064,D000076,False,
QPY-C000058,QPY-A000058,casual,ES,1313,18-25,31.05,standard,tok_K000065;tok_K000066,D000077,False,
QPY-C000059,QPY-A000059,casual,DE,993,26-35,19.88,standard,tok_K000067,D000078;D000079,False,
QPY-C000060,QPY-A000060,merchant_owner,FR,1597,36-50,63.32,standard,tok_K000068,D000080;D000081,False,
QPY-C000061,QPY-A000061,casual,DE,350,26-35,47.18,standard,tok_K000069;tok_K000070,D000082,False,
QPY-C000062,QPY-A000062,casual,FR,1264,26-35,18.05,standard,tok_K000071,D000083;D000084,False,
QPY-C000063,QPY-A000063,frequent,ES,526,18-25,20.52,standard,tok_K000072;tok_K000073,D000085,False,
QPY-C000064,QPY-A000064,merchant_owner,DE,3246,18-25,89.34,standard,tok_K000074,D000086,False,
QPY-C000065,QPY-A000065,frequent,ES,1284,65+,23.27,standard,tok_K000075,D000087,False,
QPY-C000066,QPY-A000066,frequent,ES,2483,26-35,37.47,standard,tok_K000076,D000088;D000089,False,
QPY-C000067,QPY-A000067,casual,FR,3577,26-35,21.04,standard,tok_K000077;tok_K000078,D000090;D000091,False,
QPY-C000068,QPY-A000068,casual,DE,2312,26-35,31.28,standard,tok_K000079,D000092;D000093,False,
QPY-C000069,QPY-A000069,casual,FR,3624,36-50,24.44,standard,tok_K000080,D000094,False,
QPY-C000070,QPY-A000070,casual,ES,3517,51-65,39.98,standard,tok_K000081,D000095,False,
QPY-C000071,QPY-A000071,frequent,ES,3249,51-65,21.2,standard,tok_K000082,D000096;D000097,False,
QPY-C000072,QPY-A000072,casual,IT,2745,26-35,19.68,standard,tok_K000083,D000098;D000099,False,
QPY-C000073,QPY-A000073,frequent,ES,2741,51-65,41.66,standard,tok_K000084,D000100,False,
QPY-C000074,QPY-A000074,frequent,FR,1416,18-25,15.16,standard,tok_K000085;tok_K000086,D000101,False,
QPY-C000075,QPY-A000075,casual,FR,2694,51-65,33.66,standard,tok_K000087,D000102;D000103,False,
QPY-C000076,QPY-A000076,frequent,ES,1744,36-50,37.0,standard,tok_K000088,D000104,False,
QPY-C000077,QPY-A000077,frequent,PT,3507,18-25,32.12,standard,tok_K000089,D000105,False,
QPY-C000078,QPY-A000078,casual,ES,2117,36-50,19.32,standard,tok_K000090,D000106,False,
QPY-C000079,QPY-A000079,frequent,ES,1904,18-25,44.25,standard,tok_K000091;tok_K000092,D000107,False,
QPY-C000080,QPY-A000080,frequent,IT,2182,26-35,66.46,standard,tok_K000093;tok_K000094,D000108,False,
QPY-C000081,QPY-A000081,frequent,DE,3056,36-50,33.81,standard,tok_K000095,D000109;D000110,False,
QPY-C000082,QPY-A000082,casual,DE,1831,36-50,24.9,standard,tok_K000096,D000111;D000112,False,
QPY-C000083,QPY-A000083,casual,FR,1355,36-50,29.6,standard,tok_K000097;tok_K000098,D000113,False,
QPY-C000084,QPY-A000084,frequent,IT,2863,51-65,34.13,standard,tok_K000099;tok_K000100,D000114,False,
QPY-C000085,QPY-A000085,casual,ES,1680,26-35,25.46,standard,tok_K000101;tok_K000102,D000115;D000116,False,
QPY-C000086,QPY-A000086,casual,DE,2710,18-25,30.08,standard,tok_K000103;tok_K000104,D000117;D000118,False,
QPY-C000087,QPY-A000087,frequent,ES,2423,26-35,24.18,standard,tok_K000105,D000119,False,
QPY-C000088,QPY-A000088,frequent,IT,887,51-65,30.04,standard,tok_K000106,D000120;D000121,False,
QPY-C000089,QPY-A000089,casual,ES,168,26-35,43.97,standard,tok_K000107,D000122,False,
QPY-C000090,QPY-A000090,merchant_owner,DE,751,51-65,77.36,standard,tok_K000108;tok_K000109,D000123;D000124,False,
QPY-C000091,QPY-A000091,casual,FR,1935,36-50,15.61,standard,tok_K000110,D000125;D000126,False,
QPY-C000092,QPY-A000092,casual,IT,3521,51-65,25.8,standard,tok_K000111,D000127,False,
QPY-C000093,QPY-A000093,casual,FR,1028,26-35,15.46,standard,tok_K000112,D000128,False,
QPY-C000094,QPY-A000094,frequent,ES,164,26-35,27.26,standard,tok_K000113,D000129;D000130,False,
QPY-C000095,QPY-A000095,frequent,ES,276,18-25,17.93,standard,tok_K000114,D000131,False,
QPY-C000096,QPY-A000096,merchant_owner,PT,3391,26-35,44.73,standard,tok_K000115,D000132;D000133,False,
QPY-C000097,QPY-A000097,casual,DE,3595,36-50,10.04,standard,tok_K000116,D000134;D000135,False,
QPY-C000098,QPY-A000098,frequent,IT,1238,36-50,21.25,standard,tok_K000117;tok_K000118,D000136;D000137,False,
QPY-C000099,QPY-A000099,casual,ES,2293,26-35,34.31,standard,tok_K000119;tok_K000120,D000138,False,
QPY-C000100,QPY-A000100,frequent,ES,1454,26-35,29.65,standard,tok_K000121,D000139;D000140,False,
QPY-C000101,QPY-A000101,casual,IT,796,18-25,29.05,standard,tok_K000122,D000141;D000142,False,
QPY-C000102,QPY-A000102,merchant_owner,DE,424,51-65,59.25,standard,tok_K000123,D000143,False,
QPY-C000103,QPY-A000103,casual,DE,2733,65+,30.48,standard,tok_K000124,D000144;D000145,False,
QPY-C000104,QPY-A000104,frequent,FR,1288,36-50,16.07,standard,tok_K000125;tok_K000126,D000146;D000147,False,
QPY-C000105,QPY-A000105,frequent,ES,2493,65+,38.79,standard,tok_K000127;tok_K000128,D000148,False,
QPY-C000106,QPY-A000106,casual,FR,1565,36-50,24.5,standard,tok_K000129,D000149,False,
QPY-C000107,QPY-A000107,frequent,ES,2936,36-50,30.25,standard,tok_K000130;tok_K000131,D000150,False,
QPY-C000108,QPY-A000108,frequent,FR,3430,36-50,29.49,standard,tok_K000132,D000151,False,
QPY-C000109,QPY-A000109,casual,FR,997,65+,24.93,standard,tok_K000133,D000152,False,
QPY-C000110,QPY-A000110,casual,ES,2956,36-50,32.07,standard,tok_K000134,D000153,False,
QPY-C000111,QPY-A000111,casual,ES,654,51-65,26.05,standard,tok_K000135,D000154;D000155,False,
QPY-C000112,QPY-A000112,casual,FR,3088,65+,26.99,standard,tok_K000136,D000156,False,
QPY-C000113,QPY-A000113,frequent,FR,3260,26-35,38.05,standard,tok_K000137,D000157,False,
QPY-C000114,QPY-A000114,frequent,IT,3067,51-65,36.89,standard,tok_K000138,D000158,False,
QPY-C000115,QPY-A000115,casual,DE,2898,18-25,19.93,standard,tok_K000139,D000159,False,
QPY-C000116,QPY-A000116,merchant_owner,DE,2169,26-35,54.79,standard,tok_K000140,D000160;D000161,False,
QPY-C000117,QPY-A000117,casual,FR,2402,36-50,15.66,standard,tok_K000141;tok_K000142,D000162;D000163,False,
QPY-C000118,QPY-A000118,frequent,ES,406,36-50,27.82,standard,tok_K000143,D000164,False,
QPY-C000119,QPY-A000119,casual,ES,3555,65+,14.69,standard,tok_K000144,D000165;D000166,False,
QPY-C000120,QPY-A000120,casual,ES,874,26-35,17.52,standard,tok_K000145,D000167,False,
QPY-C000121,QPY-A000121,casual,DE,423,65+,23.2,standard,tok_K000146,D000168;D000169,False,
QPY-C000122,QPY-A000122,casual,FR,2548,36-50,24.86,standard,tok_K000147;tok_K000148,D000170;D000171,False,
QPY-C000123,QPY-A000123,casual,PT,641,36-50,51.61,standard,tok_K000149,D000172;D000173,False,
QPY-C000124,QPY-A000124,frequent,PT,1581,36-50,25.17,standard,tok_K000150,D000174;D000175,False,
QPY-C000125,QPY-A000125,casual,IT,2061,26-35,20.15,standard,tok_K000151,D000176;D000177,False,
QPY-C000126,QPY-A000126,frequent,DE,715,65+,29.38,standard,tok_K000152;tok_K000153,D000178,False,
QPY-C000127,QPY-A000127,casual,FR,1011,51-65,22.59,standard,tok_K000154,D000179,False,
QPY-C000128,QPY-A000128,merchant_owner,FR,1786,18-25,76.55,standard,tok_K000155,D000180,False,
QPY-C000129,QPY-A000129,frequent,ES,2592,51-65,37.41,standard,tok_K000156,D000181,False,
QPY-C000130,QPY-A000130,frequent,DE,3059,18-25,32.06,standard,tok_K000157,D000182,False,
QPY-C000131,QPY-A000131,casual,DE,3274,18-25,22.21,standard,tok_K000158,D000183;D000184,False,
QPY-C000132,QPY-A000132,casual,FR,2605,51-65,14.37,standard,tok_K000159;tok_K000160,D000185;D000186,False,
QPY-C000133,QPY-A000133,frequent,IT,1656,65+,23.32,standard,tok_K000161;tok_K000162,D000187,False,
QPY-C000134,QPY-A000134,casual,ES,273,26-35,25.37,standard,tok_K000163,D000188,False,
QPY-C000135,QPY-A000135,casual,DE,176,36-50,32.23,standard,tok_K000164,D000189;D000190,False,
QPY-C000136,QPY-A000136,casual,ES,1126,26-35,27.04,standard,tok_K000165,D000191;D000192,False,
QPY-C000137,QPY-A000137,casual,ES,2241,51-65,20.65,standard,tok_K000166,D000193;D000194,False,
QPY-C000138,QPY-A000138,frequent,DE,2649,36-50,20.1,standard,tok_K000167;tok_K000168,D000195,False,
QPY-C000139,QPY-A000139,casual,FR,3212,26-35,18.18,standard,tok_K000169,D000196,False,
QPY-C000140,QPY-A000140,casual,ES,327,18-25,31.53,standard,tok_K000170,D000197,False,
QPY-C000141,QPY-A000141,casual,ES,453,26-35,20.46,standard,tok_K000171;tok_K000172,D000198,False,
QPY-C000142,QPY-A000142,frequent,FR,3501,26-35,31.92,standard,tok_K000173,D000199,False,
QPY-C000143,QPY-A000143,merchant_owner,IT,1186,36-50,120.51,standard,tok_K000174,D000200,False,
QPY-C000144,QPY-A000144,casual,ES,412,26-35,40.69,standard,tok_K000175,D000201;D000202,False,
QPY-C000145,QPY-A000145,frequent,DE,1262,36-50,21.53,standard,tok_K000176,D000203,False,
QPY-C000146,QPY-A000146,frequent,DE,1345,26-35,24.7,standard,tok_K000177,D000204;D000205,False,
QPY-C000147,QPY-A000147,merchant_owner,IT,2461,51-65,106.98,standard,tok_K000178,D000206;D000207,False,
QPY-C000148,QPY-A000148,frequent,FR,3327,18-25,47.07,standard,tok_K000179;tok_K000180,D000208;D000209,False,
QPY-C000149,QPY-A000149,frequent,ES,2384,26-35,37.64,standard,tok_K000181,D000210;D000211,False,
QPY-C000150,QPY-A000150,merchant_owner,ES,345,51-65,61.64,standard,tok_K000182,D000212,False,
QPY-C000151,QPY-A000151,frequent,DE,2203,36-50,16.26,standard,tok_K000183,D000213,False,
QPY-C000152,QPY-A000152,frequent,ES,1577,18-25,31.19,standard,tok_K000184,D000214;D000215,False,
QPY-C000153,QPY-A000153,frequent,IT,1872,26-35,43.31,standard,tok_K000185,D000216,False,
QPY-C000154,QPY-A000154,frequent,IT,805,26-35,33.77,standard,tok_K000186;tok_K000187,D000217,False,
QPY-C000155,QPY-A000155,merchant_owner,PT,3518,26-35,60.44,standard,tok_K000188;tok_K000189,D000218;D000219,False,
QPY-C000156,QPY-A000156,casual,DE,609,51-65,22.37,standard,tok_K000190,D000220,False,
QPY-C000157,QPY-A000157,casual,ES,1354,36-50,32.54,standard,tok_K000191,D000221;D000222,False,
QPY-C000158,QPY-A000158,casual,IT,735,36-50,24.8,standard,tok_K000192;tok_K000193,D000223,False,
QPY-C000159,QPY-A000159,merchant_owner,DE,349,26-35,107.78,standard,tok_K000194,D000224,False,
QPY-C000160,QPY-A000160,casual,IT,2691,36-50,25.04,standard,tok_K000195,D000225,False,
QPY-C000161,QPY-A000161,casual,DE,3551,26-35,23.8,standard,tok_K000196,D000226,False,
QPY-C000162,QPY-A000162,casual,DE,1003,51-65,38.5,standard,tok_K000197,D000227,False,
QPY-C000163,QPY-A000163,casual,ES,2731,18-25,16.79,standard,tok_K000198,D000228,False,
QPY-C000164,QPY-A000164,frequent,DE,824,65+,20.01,standard,tok_K000199,D000229;D000230,False,
QPY-C000165,QPY-A000165,casual,FR,3594,36-50,24.78,standard,tok_K000200;tok_K000201,D000231;D000232,False,
QPY-C000166,QPY-A000166,frequent,FR,647,36-50,15.23,standard,tok_K000202,D000233,False,
QPY-C000167,QPY-A000167,casual,PT,1049,51-65,23.03,standard,tok_K000203,D000234,False,
QPY-C000168,QPY-A000168,merchant_owner,IT,3385,65+,51.46,standard,tok_K000204,D000235;D000236,False,
QPY-C000169,QPY-A000169,casual,IT,2572,65+,21.49,standard,tok_K000205;tok_K000206,D000237,False,
QPY-C000170,QPY-A000170,frequent,DE,3512,26-35,62.96,standard,tok_K000207,D000238,False,
QPY-C000171,QPY-A000171,merchant_owner,DE,2749,18-25,102.65,standard,tok_K000208;tok_K000209,D000239,False,
QPY-C000172,QPY-A000172,casual,ES,3594,18-25,23.18,standard,tok_K000210,D000240;D000241,False,
QPY-C000173,QPY-A000173,merchant_owner,ES,161,65+,59.83,standard,tok_K000211,D000242;D000243,False,
QPY-C000174,QPY-A000174,merchant_owner,FR,737,26-35,81.19,standard,tok_K000212,D000244;D000245,False,
QPY-C000175,QPY-A000175,casual,IT,955,26-35,25.67,standard,tok_K000213,D000246,False,
QPY-C000176,QPY-A000176,frequent,DE,3531,26-35,18.32,standard,tok_K000214,D000247,False,
QPY-C000177,QPY-A000177,frequent,ES,1909,36-50,44.85,standard,tok_K000215,D000248,False,
QPY-C000178,QPY-A000178,casual,IT,765,65+,26.14,standard,tok_K000216,D000249;D000250,False,
QPY-C000179,QPY-A000179,casual,PT,2888,36-50,39.09,standard,tok_K000217,D000251,False,
QPY-C000180,QPY-A000180,frequent,FR,734,18-25,37.2,standard,tok_K000218,D000252,False,
QPY-C000181,QPY-A000181,merchant_owner,FR,2719,36-50,34.23,standard,tok_K000219,D000253;D000254,False,
QPY-C000182,QPY-A000182,casual,FR,1146,26-35,23.23,standard,tok_K000220;tok_K000221,D000255;D000256,False,
QPY-C000183,QPY-A000183,casual,FR,3027,26-35,28.26,standard,tok_K000222;tok_K000223,D000257,False,
QPY-C000184,QPY-A000184,casual,PT,611,36-50,19.69,standard,tok_K000224,D000258,False,
QPY-C000185,QPY-A000185,casual,ES,422,51-65,25.45,standard,tok_K000225,D000259;D000260,False,
QPY-C000186,QPY-A000186,frequent,IT,540,65+,55.86,standard,tok_K000226,D000261;D000262,False,
QPY-C000187,QPY-A000187,casual,ES,3127,36-50,27.04,standard,tok_K000227;tok_K000228,D000263;D000264,False,
QPY-C000188,QPY-A000188,casual,PT,2574,51-65,31.57,standard,tok_K000229;tok_K000230,D000265;D000266,False,
QPY-C000189,QPY-A000189,casual,IT,2109,36-50,21.6,standard,tok_K000231,D000267,False,
QPY-C000190,QPY-A000190,frequent,ES,1266,26-35,35.17,standard,tok_K000232,D000268;D000269,False,
QPY-C000191,QPY-A000191,casual,IT,3474,26-35,24.17,standard,tok_K000233;tok_K000234,D000270;D000271,False,
QPY-C000192,QPY-A000192,frequent,DE,1320,26-35,30.99,standard,tok_K000235,D000272;D000273,False,
QPY-C000193,QPY-A000193,frequent,PT,1627,18-25,49.95,standard,tok_K000236;tok_K000237,D000274,False,
QPY-C000194,QPY-A000194,casual,ES,3037,26-35,26.62,standard,tok_K000238;tok_K000239,D000275;D000276,False,
QPY-C000195,QPY-A000195,frequent,DE,340,18-25,31.34,standard,tok_K000240,D000277;D000278,False,
QPY-C000196,QPY-A000196,casual,ES,722,26-35,36.3,standard,tok_K000241;tok_K000242,D000279,False,
QPY-C000197,QPY-A000197,merchant_owner,PT,1558,51-65,135.35,standard,tok_K000243,D000280;D000281,False,
QPY-C000198,QPY-A000198,casual,ES,2857,26-35,42.08,standard,tok_K000244;tok_K000245,D000282,False,
QPY-C000199,QPY-A000199,frequent,ES,1297,65+,21.76,standard,tok_K000246;tok_K000247,D000283;D000284,False,
QPY-C000200,QPY-A000200,casual,IT,1399,36-50,42.07,standard,tok_K000248,D000285,False,
