transaction_id,event_time,customer_id,account_id,card_token,transaction_type,channel,amount,currency,merchant_id,mcc,merchant_country,beneficiary_id,beneficiary_country,device_id,ip_address,ip_country,is_fraud,fraud_type,scenario_id,label_available_at
QPY-T000011798,2026-02-03 09:27:37.080009+00:00,QPY-C002726,QPY-A002726,tok_K003537,CARD_PAYMENT,ECOM,12.84,EUR,M000163,5999,ES,,,D003889,175.1.2.141,ES,False,,,
QPY-T000012714,2026-02-03 12:07:10.445841+00:00,QPY-C002212,QPY-A002212,tok_K002865,CARD_PAYMENT,ECOM,19.9,EUR,M001301,5999,DE,,,D003169,70.82.187.248,DE,True,transaction_laundering,TXL-0004,2026-03-06 23:50:10.445841+00:00
QPY-T000014489,2026-02-03 16:00:06.395189+00:00,QPY-C003176,QPY-A003176,,TRANSFER,MOBILE,169.15,EUR,,,,B007944,ES,D004509,175.137.76.36,ES,False,,,
QPY-T000015955,2026-02-04 00:08:41.720026+00:00,QPY-C000728,QPY-A000728,tok_K000930,CARD_PAYMENT,ECOM,99.0,EUR,M001301,5999,DE,,,D001038,175.206.246.138,ES,True,transaction_laundering,TXL-0004,2026-03-07 11:51:41.720026+00:00
QPY-T000015960,2026-02-04 00:20:25.157462+00:00,QPY-C002644,QPY-A002644,tok_K003433,CARD_PAYMENT,ECOM,99.0,EUR,M001301,5999,DE,,,D003777,79.12.43.65,PT,True,transaction_laundering,TXL-0004,2026-03-07 12:03:25.157462+00:00
QPY-T000016004,2026-02-04 02:15:48.696175+00:00,QPY-C003130,QPY-A003130,tok_K004060,CARD_PAYMENT,ECOM,250.0,EUR,M001301,5999,DE,,,D004447,30.247.178.154,IT,True,transaction_laundering,TXL-0004,2026-03-07 13:58:48.696175+00:00
QPY-T000016033,2026-02-04 03:37:24.206662+00:00,QPY-C001695,QPY-A001695,tok_K002186,CARD_PAYMENT,ECOM,250.0,EUR,M001301,5999,DE,,,D002439,30.38.105.30,IT,True,transaction_laundering,TXL-0004,2026-03-07 15:20:24.206662+00:00
QPY-T000016390,2026-02-04 08:15:18.975989+00:00,QPY-C002458,QPY-A002458,tok_K003184,CARD_PAYMENT,ECOM,250.0,EUR,M001301,5999,DE,,,D005315,175.223.53.169,ES,True,transaction_laundering,TXL-0004,2026-03-07 19:58:18.975989+00:00
QPY-T000016894,2026-02-04 10:31:05.992350+00:00,QPY-C002982,QPY-A002982,tok_K003864,CARD_PAYMENT,ECOM,18.12,EUR,M001255,8398,IT,,,D004234,30.192.87.166,IT,False,,,
QPY-T000017854,2026-02-04 12:56:48.136339+00:00,QPY-C001085,QPY-A001085,,TRANSFER,MOBILE,304.51,EUR,,,,B002684,IT,D001549,30.235.141.1,IT,False,,,
QPY-T000019997,2026-02-04 18:05:53.046271+00:00,QPY-C002201,QPY-A002201,tok_K002848,CARD_PAYMENT,ECOM,49.0,EUR,M001301,5999,DE,,,D003153,70.227.219.51,DE,True,transaction_laundering,TXL-0004,2026-03-08 05:48:53.046271+00:00
QPY-T000020682,2026-02-05 01:44:52.029603+00:00,QPY-C001956,QPY-A001956,,TRANSFER,WEB,60.36,EUR,,,,B004888,FR,D002802,175.29.20.16,FR,False,,,
QPY-T000020694,2026-02-05 02:26:52.940720+00:00,QPY-C001638,QPY-A001638,tok_K002109,CARD_PAYMENT,ECOM,49.0,EUR,M001301,5999,DE,,,D002350,175.118.163.199,ES,True,transaction_laundering,TXL-0004,2026-03-08 14:09:52.940720+00:00
QPY-T000020866,2026-02-05 06:15:32.444005+00:00,QPY-C000873,QPY-A000873,tok_K001110,CARD_PAYMENT,ECOM,99.0,EUR,M001301,5999,DE,,,D001254,175.126.224.31,FR,True,transaction_laundering,TXL-0004,2026-03-08 17:58:32.444005+00:00
QPY-T000021255,2026-02-05 09:01:34.515952+00:00,QPY-C002345,QPY-A002345,tok_K003033,CARD_PAYMENT,ECOM,4.7,EUR,M000826,5816,ES,,,D005563,100.148.75.69,RU,True,stolen_card,STC-0017,2026-04-03 12:38:51.515952+00:00
QPY-T000021399,2026-02-05 09:39:39.372569+00:00,QPY-C002345,QPY-A002345,tok_K003033,CARD_PAYMENT,ECOM,2.89,EUR,M001278,5816,PT,,,D005563,100.148.75.69,RU,True,stolen_card,STC-0017,2026-04-03 13:16:56.372569+00:00
QPY-T000021422,2026-02-05 09:43:41.026841+00:00,QPY-C002345,QPY-A002345,tok_K003033,CARD_PAYMENT,ECOM,224.64,EUR,M000149,5732,GB,,,D005563,100.148.75.69,RU,True,stolen_card,STC-0017,2026-04-03 13:20:58.026841+00:00
QPY-T000021569,2026-02-05 10:14:42.529198+00:00,QPY-C002345,QPY-A002345,tok_K003033,CARD_PAYMENT,ECOM,537.8,EUR,M000715,5311,ES,,,D005563,100.148.75.69,RU,True,stolen_card,STC-0017,2026-04-03 13:51:59.529198+00:00
QPY-T000021633,2026-02-05 10:27:25.942344+00:00,QPY-C002345,QPY-A002345,tok_K003033,CARD_PAYMENT,ECOM,568.25,EUR,M001238,5816,GB,,,D005563,100.148.75.69,RU,True,stolen_card,STC-0017,2026-04-03 14:04:42.942344+00:00
QPY-T000021651,2026-02-05 10:30:54.217343+00:00,QPY-C002345,QPY-A002345,tok_K003033,CARD_PAYMENT,ECOM,254.62,EUR,M000201,5311,BR,,,D005563,100.148.75.69,RU,True,stolen_card,STC-0017,2026-04-03 14:08:11.217343+00:00
QPY-T000021822,2026-02-05 10:58:52.178824+00:00,QPY-C002345,QPY-A002345,tok_K003033,CARD_PAYMENT,ECOM,482.39,EUR,M000239,5311,IT,,,D005563,100.148.75.69,RU,True,stolen_card,STC-0017,2026-04-03 14:36:09.178824+00:00
QPY-T000021887,2026-02-05 11:12:40.957081+00:00,QPY-C002345,QPY-A002345,tok_K003033,CARD_PAYMENT,ECOM,273.31,EUR,M000935,5732,DE,,,D005563,100.148.75.69,RU,True,stolen_card,STC-0017,2026-04-03 14:49:57.957081+00:00
QPY-T000022074,2026-02-05 11:42:31.138969+00:00,QPY-C000173,QPY-A000173,tok_K000211,CARD_PAYMENT,ECOM,33.11,EUR,M001028,5411,ES,,,D000242,175.94.96.240,ES,False,,,
QPY-T000023010,2026-02-05 13:49:48.166777+00:00,QPY-C001130,QPY-A001130,tok_K001449,CARD_PAYMENT,ECOM,155.77,EUR,M000392,7011,DE,,,D001612,70.201.219.85,DE,False,,,
QPY-T000024337,2026-02-05 16:38:06.945102+00:00,QPY-C003098,QPY-A003098,tok_K004021,CARD_PAYMENT,ECOM,12.24,EUR,M000938,5411,FR,,,D004403,175.6.232.210,FR,False,,,
QPY-T000024691,2026-02-05 17:38:09.751322+00:00,QPY-C002303,QPY-A002303,tok_K002980,CARD_PAYMENT,ECOM,73.07,EUR,M000243,5732,DE,,,D003302,70.194.246.251,DE,False,,,
QPY-T000025350,2026-02-05 21:11:21.304645+00:00,QPY-C002974,QPY-A002974,tok_K003850,CARD_PAYMENT,ECOM,5.12,EUR,M000095,5816,PT,,,D004225,79.216.69.97,PT,False,,,
QPY-T000025555,2026-02-06 01:22:10.861755+00:00,QPY-C003517,QPY-A003517,tok_K004563,CARD_PAYMENT,ECOM,459.38,EUR,M001276,5732,PT,,,D005515,79.4.234.166,PT,True,fraud_ring,RING-002-QPY-C003517-2,2026-02-25 18:54:31.861755+00:00
QPY-T000025712,2026-02-06 06:00:34+00:00,QPY-C003390,QPY-A003390,tok_K004391,CARD_PAYMENT,ECOM,22.11,EUR,M000562,5999,FR,,,D004802,175.122.141.133,FR,False,,,
QPY-T000025821,2026-02-06 06:51:45.974528+00:00,QPY-C001304,QPY-A001304,tok_K001673,CARD_PAYMENT,ECOM,2.3,EUR,M001279,8398,PT,,,D005579,154.191.137.14,NG,True,stolen_card,STC-0033,2026-04-03 20:10:40.974528+00:00
QPY-T000025835,2026-02-06 07:01:24.547689+00:00,QPY-C001304,QPY-A001304,tok_K001673,CARD_PAYMENT,ECOM,1.18,EUR,M001025,8398,DE,,,D005579,154.191.137.14,NG,True,stolen_card,STC-0033,2026-04-03 20:20:19.547689+00:00
QPY-T000025858,2026-02-06 07:16:33.435897+00:00,QPY-C001304,QPY-A001304,tok_K001673,CARD_PAYMENT,ECOM,426.42,EUR,M001014,5816,DE,,,D005579,154.191.137.14,NG,True,stolen_card,STC-0033,2026-04-03 20:35:28.435897+00:00
QPY-T000025872,2026-02-06 07:22:24.917391+00:00,QPY-C001304,QPY-A001304,tok_K001673,CARD_PAYMENT,ECOM,879.82,EUR,M000441,5311,ES,,,D005579,154.191.137.14,NG,True,stolen_card,STC-0033,2026-04-03 20:41:19.917391+00:00
QPY-T000025897,2026-02-06 07:34:17.389979+00:00,QPY-C001304,QPY-A001304,tok_K001673,CARD_PAYMENT,ECOM,829.28,EUR,M000578,5311,FR,,,D005579,154.191.137.14,NG,True,stolen_card,STC-0033,2026-04-03 20:53:12.389979+00:00
QPY-T000025986,2026-02-06 08:11:01.739123+00:00,QPY-C001304,QPY-A001304,tok_K001673,CARD_PAYMENT,ECOM,645.44,EUR,M000149,5732,GB,,,D005579,154.191.137.14,NG,True,stolen_card,STC-0033,2026-04-03 21:29:56.739123+00:00
QPY-T000026113,2026-02-06 08:47:15.849437+00:00,QPY-C001304,QPY-A001304,tok_K001673,CARD_PAYMENT,ECOM,743.77,EUR,M000422,5732,FR,,,D005579,154.191.137.14,NG,True,stolen_card,STC-0033,2026-04-03 22:06:10.849437+00:00
QPY-T000027224,2026-02-06 12:21:20.789024+00:00,QPY-C000063,QPY-A000063,tok_K000072,CARD_PAYMENT,ECOM,10.69,EUR,M000772,5541,ES,,,D000085,175.10.140.147,ES,False,,,
QPY-T000028164,2026-02-06 14:25:42.879088+00:00,QPY-C000084,QPY-A000084,tok_K000099,CARD_PAYMENT,ECOM,23.64,EUR,M001250,5812,IT,,,D000114,30.214.108.94,IT,False,,,
QPY-T000030623,2026-02-07 06:00:43+00:00,QPY-C002658,QPY-A002658,tok_K003452,CARD_PAYMENT,ECOM,65.33,EUR,M001192,5812,ES,,,D003794,175.139.4.126,ES,False,,,
QPY-T000030717,2026-02-07 06:35:17.315817+00:00,QPY-C002266,QPY-A002266,tok_K002935,CARD_PAYMENT,ECOM,72.02,EUR,M000616,5541,ES,,,D003245,175.171.130.23,ES,False,,,
QPY-T000032229,2026-02-07 11:42:52.297642+00:00,QPY-C001691,QPY-A001691,tok_K002181,CARD_PAYMENT,POS,8.46,EUR,M000660,8398,ES,,,,,,False,,,
QPY-T000034272,2026-02-07 15:04:00.164420+00:00,QPY-C001708,QPY-A001708,,TRANSFER,MOBILE,125.44,EUR,,,,B014456,DE,D002456,70.128.242.219,DE,False,,,
QPY-T000034374,2026-02-07 15:14:38.190162+00:00,QPY-C000124,QPY-A000124,tok_K000150,CARD_PAYMENT,ECOM,9.15,EUR,M001154,5812,PT,,,D000175,79.228.92.179,PT,False,,,
QPY-T000035271,2026-02-07 16:51:16.145395+00:00,QPY-C000629,QPY-A000629,,TRANSFER,MOBILE,55.88,EUR,,,,B001574,FR,D000897,175.105.1.179,FR,False,,,
QPY-T000036044,2026-02-07 18:50:13.123521+00:00,QPY-C001699,QPY-A001699,tok_K002191,CARD_PAYMENT,ECOM,14.14,EUR,M000527,5411,ES,,,D002445,175.76.206.39,ES,False,,,
QPY-T000036258,2026-02-07 19:39:18.325041+00:00,QPY-C000796,QPY-A000796,tok_K001014,CARD_PAYMENT,ECOM,20.22,EUR,M000189,5411,FR,,,D001140,175.29.9.141,FR,False,,,
QPY-T000036530,2026-02-07 21:23:32.254909+00:00,QPY-C002898,QPY-A002898,,TRANSFER,MOBILE,107.78,EUR,,,,B007244,IT,D004116,30.86.17.252,IT,False,,,
QPY-T000039476,2026-02-08 13:02:43.612823+00:00,QPY-C000563,QPY-A000563,tok_K000717,CARD_PAYMENT,ECOM,12.01,EUR,M001074,8398,ES,,,D000800,175.247.5.60,ES,False,,,
QPY-T000039874,2026-02-08 13:41:22.335621+00:00,QPY-C003281,QPY-A003281,,TRANSFER,MOBILE,644.15,EUR,,,,B020313,RO,D005532,79.237.177.97,VN,True,account_takeover,ATO-0009,2026-02-13 11:50:34.335621+00:00
QPY-T000039944,2026-02-08 13:46:47.550692+00:00,QPY-C003281,QPY-A003281,,TRANSFER,MOBILE,207.11,EUR,,,,B020313,RO,D005532,79.237.177.97,VN,True,account_takeover,ATO-0009,2026-02-13 11:55:59.550692+00:00
QPY-T000039997,2026-02-08 13:50:55.851828+00:00,QPY-C003100,QPY-A003100,tok_K004023,CARD_PAYMENT,ECOM,8.08,EUR,M001039,4111,IT,,,D004406,30.224.79.56,IT,False,,,
QPY-T000040126,2026-02-08 14:05:06.178510+00:00,QPY-C003281,QPY-A003281,,TRANSFER,MOBILE,877.22,EUR,,,,B020313,RO,D005532,79.237.177.97,VN,True,account_takeover,ATO-0009,2026-02-13 12:14:18.178510+00:00
QPY-T000041418,2026-02-08 16:15:08.984384+00:00,QPY-C002922,QPY-A002922,tok_K003790,CARD_PAYMENT,ECOM,2.03,EUR,M001207,8398,BR,,,D005602,147.161.245.114,BR,True,card_testing,CTS-0006,2026-03-04 09:39:31.984384+00:00
QPY-T000041430,2026-02-08 16:16:30.369828+00:00,QPY-C002922,QPY-A002922,tok_K003790,CARD_PAYMENT,ECOM,2.07,EUR,M000389,5816,ES,,,D005602,147.161.245.114,BR,True,card_testing,CTS-0006,2026-03-04 09:40:53.369828+00:00
QPY-T000041438,2026-02-08 16:17:25.380412+00:00,QPY-C001370,QPY-A001370,tok_K001760,CARD_PAYMENT,ECOM,0.57,EUR,M001271,8398,NL,,,D005602,147.161.245.114,BR,True,card_testing,CTS-0006,2026-03-04 09:41:48.380412+00:00
QPY-T000041442,2026-02-08 16:17:52.006447+00:00,QPY-C001370,QPY-A001370,tok_K001760,CARD_PAYMENT,ECOM,1.15,EUR,M000305,5816,FR,,,D005602,147.161.245.114,BR,True,card_testing,CTS-0006,2026-03-04 09:42:15.006447+00:00
QPY-T000041454,2026-02-08 16:19:36.055381+00:00,QPY-C001370,QPY-A001370,tok_K001760,CARD_PAYMENT,ECOM,0.71,EUR,M001180,5816,IT,,,D005602,147.161.245.114,BR,True,card_testing,CTS-0006,2026-03-04 09:43:59.055381+00:00
QPY-T000041469,2026-02-08 16:20:56.600713+00:00,QPY-C001459,QPY-A001459,tok_K001872,CARD_PAYMENT,ECOM,1.9,EUR,M000995,5816,ES,,,D005602,147.161.245.114,BR,True,card_testing,CTS-0006,2026-03-04 09:45:19.600713+00:00
QPY-T000041470,2026-02-08 16:20:56.613936+00:00,QPY-C001369,QPY-A001369,tok_K001758,CARD_PAYMENT,ECOM,2.41,EUR,M000550,5816,ES,,,D005602,147.161.245.114,BR,True,card_testing,CTS-0006,2026-03-04 09:45:19.613936+00:00
QPY-T000041471,2026-02-08 16:20:58.284741+00:00,QPY-C001370,QPY-A001370,tok_K001760,CARD_PAYMENT,ECOM,1.42,EUR,M001239,8398,GB,,,D005602,147.161.245.114,BR,True,card_testing,CTS-0006,2026-03-04 09:45:21.284741+00:00
QPY-T000041478,2026-02-08 16:21:36.883957+00:00,QPY-C001093,QPY-A001093,tok_K001400,CARD_PAYMENT,ECOM,0.87,EUR,M001223,8398,ES,,,D005602,147.161.245.114,BR,True,card_testing,CTS-0006,2026-03-04 09:45:59.883957+00:00
QPY-T000041482,2026-02-08 16:22:02.938666+00:00,QPY-C000082,QPY-A000082,tok_K000096,CARD_PAYMENT,ECOM,1.3,EUR,M000943,5816,ES,,,D005602,147.161.245.114,BR,True,card_testing,CTS-0006,2026-03-04 09:46:25.938666+00:00
QPY-T000041486,2026-02-08 16:22:19.689975+00:00,QPY-C001459,QPY-A001459,tok_K001872,CARD_PAYMENT,ECOM,2.36,EUR,M001239,8398,GB,,,D005602,147.161.245.114,BR,True,card_testing,CTS-0006,
QPY-T000041487,2026-02-08 16:22:22.103716+00:00,QPY-C000082,QPY-A000082,tok_K000096,CARD_PAYMENT,ECOM,1.73,EUR,M000199,8398,TH,,,D005602,147.161.245.114,BR,True,card_testing,CTS-0006,2026-03-04 09:46:45.103716+00:00
QPY-T000041489,2026-02-08 16:22:34.222068+00:00,QPY-C001369,QPY-A001369,tok_K001758,CARD_PAYMENT,ECOM,2.24,EUR,M000305,5816,FR,,,D005602,147.161.245.114,BR,True,card_testing,CTS-0006,2026-03-04 09:46:57.222068+00:00
QPY-T000041494,2026-02-08 16:23:00.941503+00:00,QPY-C001093,QPY-A001093,tok_K001400,CARD_PAYMENT,ECOM,1.2,EUR,M000301,5816,FR,,,D005602,147.161.245.114,BR,True,card_testing,CTS-0006,2026-03-04 09:47:23.941503+00:00
QPY-T000041495,2026-02-08 16:23:09.049442+00:00,QPY-C001459,QPY-A001459,tok_K001872,CARD_PAYMENT,ECOM,1.36,EUR,M000470,8398,FR,,,D005602,147.161.245.114,BR,True,card_testing,CTS-0006,2026-03-04 09:47:32.049442+00:00
QPY-T000041643,2026-02-08 16:38:47.921560+00:00,QPY-C000004,QPY-A000004,,TRANSFER,MOBILE,255.18,EUR,,,,B000010,FR,D000004,175.148.170.134,FR,False,,,
QPY-T000043357,2026-02-09 05:30:50.792331+00:00,QPY-C003515,QPY-A003515,tok_K004559,CARD_PAYMENT,ECOM,319.58,EUR,M001276,5732,PT,,,D005514,79.194.197.67,PT,True,fraud_ring,RING-002-QPY-C003515-2,2026-03-17 16:47:06.792331+00:00
QPY-T000043435,2026-02-09 06:00:39+00:00,QPY-C002658,QPY-A002658,tok_K003452,CARD_PAYMENT,ECOM,214.58,EUR,M000356,5691,ES,,,D003794,175.139.4.126,ES,False,,,
QPY-T000045519,2026-02-09 13:43:47.599625+00:00,QPY-C003515,QPY-A003515,,TRANSFER,MOBILE,607.14,EUR,,,,B020285,RO,D005515,79.194.197.67,PT,True,fraud_ring,RING-002-QPY-C003515-0,2026-03-08 03:43:51.599625+00:00
QPY-T000045907,2026-02-09 14:28:57.272959+00:00,QPY-C000079,QPY-A000079,tok_K000091,CARD_PAYMENT,ECOM,4.33,EUR,M001023,4111,ES,,,D000107,175.74.160.68,ES,False,,,
QPY-T000046442,2026-02-09 15:40:25.074984+00:00,QPY-C002096,QPY-A002096,tok_K002709,CARD_PAYMENT,ECOM,17.09,EUR,M001144,5311,FR,,,D003001,175.78.5.28,FR,False,,,
QPY-T000047583,2026-02-09 19:08:10.064970+00:00,QPY-C002810,QPY-A002810,tok_K003647,CARD_PAYMENT,ECOM,15.11,EUR,M000821,5541,ES,,,D003995,175.87.138.129,ES,False,,,
QPY-T000048236,2026-02-10 06:00:37+00:00,QPY-C001693,QPY-A001693,tok_K002184,CARD_PAYMENT,ECOM,11.78,EUR,M000033,5541,PT,,,D002435,79.40.16.6,PT,False,,,
QPY-T000049194,2026-02-10 10:59:13.282401+00:00,QPY-C001536,QPY-A001536,tok_K001970,CARD_PAYMENT,ECOM,79.3,EUR,M000575,5691,FR,,,D002195,175.13.42.246,FR,False,,,
QPY-T000053643,2026-02-11 09:23:43.646517+00:00,QPY-C000587,QPY-A000587,,TRANSFER,MOBILE,46.94,EUR,,,,B001475,ES,D000832,175.18.231.137,ES,False,,,
QPY-T000056269,2026-02-11 15:44:42.870151+00:00,QPY-C000013,QPY-A000013,tok_K000013,CARD_PAYMENT,ECOM,29.74,EUR,M000870,5541,DE,,,D000015,70.121.103.131,DE,False,,,
QPY-T000058822,2026-02-12 10:38:04.710873+00:00,QPY-C001135,QPY-A001135,tok_K001456,CARD_PAYMENT,POS,26.44,EUR,M000562,5999,FR,,,,,,False,,,
QPY-T000058867,2026-02-12 10:48:04.459775+00:00,QPY-C001484,QPY-A001484,tok_K001904,CARD_PAYMENT,ECOM,22.09,EUR,M000509,8398,FR,,,D002118,175.81.178.187,FR,False,,,
QPY-T000061622,2026-02-12 17:07:23.228644+00:00,QPY-C000354,QPY-A000354,tok_K000444,CARD_PAYMENT,ECOM,353.24,EUR,M000934,5691,ES,,,D000499,175.64.149.187,ES,False,,,
QPY-T000063190,2026-02-13 08:35:03.564738+00:00,QPY-C003157,QPY-A003157,tok_K004096,CARD_PAYMENT,ECOM,6.52,EUR,M000471,5812,DE,,,D004481,70.53.131.194,DE,False,,,
QPY-T000063264,2026-02-13 09:01:39.514288+00:00,QPY-C003182,QPY-A003182,tok_K004128,CARD_PAYMENT,POS,129.84,EUR,M000182,5691,DE,,,,,,False,,,
QPY-T000064859,2026-02-13 13:28:40.874779+00:00,QPY-C002337,QPY-A002337,tok_K003022,CARD_PAYMENT,ECOM,21.6,EUR,M000887,5411,DE,,,D003341,70.232.55.233,DE,False,,,
QPY-T000067097,2026-02-13 19:08:26.728289+00:00,QPY-C000664,QPY-A000664,,TRANSFER,MOBILE,69.01,EUR,,,,B001655,DE,D000947,70.118.197.102,DE,False,,,
QPY-T000067657,2026-02-14 03:55:42.479762+00:00,QPY-C001434,QPY-A001434,tok_K001841,CARD_PAYMENT,ECOM,57.42,EUR,M001177,5311,ES,,,D002050,175.158.178.152,ES,False,,,
QPY-T000070380,2026-02-14 13:33:39.636851+00:00,QPY-C003368,QPY-A003368,tok_K004363,CARD_PAYMENT,ECOM,13.37,EUR,M000752,4111,ES,,,D004772,175.49.153.214,ES,False,,,
QPY-T000073113,2026-02-14 18:45:49.239729+00:00,QPY-C002109,QPY-A002109,tok_K002728,CARD_PAYMENT,ECOM,38.09,EUR,M000110,5999,FR,,,D003019,175.204.219.158,FR,False,,,
QPY-T000075475,2026-02-15 11:16:15.683036+00:00,QPY-C003249,QPY-A003249,tok_K004212,CARD_PAYMENT,ECOM,10.7,EUR,M000305,5816,FR,,,D004611,175.17.87.154,FR,False,,,
QPY-T000076060,2026-02-15 12:21:22.979736+00:00,QPY-C002249,QPY-A002249,tok_K002913,CARD_PAYMENT,ECOM,10.84,EUR,M000865,5411,PT,,,D003220,79.189.233.209,PT,False,,,
QPY-T000076093,2026-02-15 12:24:59.013066+00:00,QPY-C001863,QPY-A001863,tok_K002405,CARD_PAYMENT,ECOM,45.35,EUR,M000619,5812,ES,,,D002670,175.107.87.251,ES,False,,,
QPY-T000077345,2026-02-15 14:25:54.659255+00:00,QPY-C002009,QPY-A002009,tok_K002597,CARD_PAYMENT,POS,24.4,EUR,M000192,5311,ES,,,,,,False,,,
QPY-T000077366,2026-02-15 14:28:59.486568+00:00,QPY-C001978,QPY-A001978,tok_K002556,CARD_PAYMENT,ECOM,13.15,EUR,M000015,5411,DE,,,D002828,70.222.64.35,DE,False,,,
QPY-T000078526,2026-02-15 16:28:33.236138+00:00,QPY-C000296,QPY-A000296,tok_K000370,CARD_PAYMENT,ECOM,17.55,EUR,M001185,5411,FR,,,D000420,175.239.59.96,FR,False,,,
QPY-T000078683,2026-02-15 16:46:11.886270+00:00,QPY-C003317,QPY-A003317,tok_K004300,CARD_PAYMENT,ECOM,9.12,EUR,M000250,5411,FR,,,D004704,175.40.172.29,FR,False,,,
QPY-T000080027,2026-02-15 21:55:27.276508+00:00,QPY-C000382,QPY-A000382,tok_K000476,CARD_PAYMENT,ECOM,13.3,EUR,M000035,5691,ES,,,D000537,175.246.15.38,ES,False,,,
QPY-T000080459,2026-02-16 07:16:20.044819+00:00,QPY-C001543,QPY-A001543,tok_K001980,CARD_PAYMENT,ECOM,72.52,EUR,M001069,5999,IT,,,D002206,30.100.179.181,IT,False,,,
QPY-T000080842,2026-02-16 09:30:43.657242+00:00,QPY-C001694,QPY-A001694,tok_K002185,CARD_PAYMENT,ECOM,7.63,EUR,M000218,5411,FR,,,D002436,175.240.116.158,FR,False,,,
QPY-T000080924,2026-02-16 09:49:16.404230+00:00,QPY-C002787,QPY-A002787,tok_K003618,CARD_PAYMENT,ECOM,2.75,EUR,M000241,5411,PT,,,D003966,79.246.35.182,PT,False,,,
