transaction_id,event_time,customer_id,account_id,transaction_type,channel,amount,currency,card_token,merchant_id,mcc,merchant_country,beneficiary_id,beneficiary_country,device_id,ip_address,ip_country
ALD-T000767725,2026-04-29T00:23:34.737Z,ALD-C001871,ALD-A001871,CARD_PAYMENT,POS,16.24,EUR,tok_K002426,M000052,5411,PT,,,,,
ALD-T000767726,2026-04-29T00:26:33.030Z,ALD-C002440,ALD-A002440,CARD_PAYMENT,ECOM,277.04,EUR,tok_K003170,M001090,5812,PT,,,D003498,79.60.49.123,PT
ALD-T000767727,2026-04-29T00:29:07.779Z,ALD-C003656,ALD-A003656,CARD_PAYMENT,POS,8.43,EUR,tok_K004745,M001408,4111,PT,,,,,
ALD-T000767728,2026-04-29T00:29:58.323Z,ALD-C002375,ALD-A002375,TRANSFER,MOBILE,209.99,EUR,,,,,B023795,PT,D003401,79.141.37.180,PT
ALD-T000767729,2026-04-29T00:35:20.775Z,ALD-C002305,ALD-A002305,TRANSFER,MOBILE,128.91,EUR,,,,,B005782,PT,D003298,79.60.113.114,PT
ALD-T000767730,2026-04-29T00:35:28.639Z,ALD-C002358,ALD-A002358,CARD_PAYMENT,POS,31.31,EUR,tok_K003063,M000384,5691,PT,,,,,
ALD-T000767731,2026-04-29T00:36:21.916Z,ALD-C001878,ALD-A001878,CARD_PAYMENT,POS,14.95,EUR,tok_K002436,M000626,5411,PT,,,,,
ALD-T000767732,2026-04-29T00:37:32.205Z,ALD-C001896,ALD-A001896,CARD_PAYMENT,POS,72.12,EUR,tok_K002456,M000828,5732,PT,,,,,
ALD-T000767733,2026-04-29T00:38:48.564Z,ALD-C001159,ALD-A001159,CARD_PAYMENT,ECOM,383.85,EUR,tok_K001491,M001570,5816,NL,,,D006166,98.7.29.168,ID
ALD-T000767734,2026-04-29T00:40:30.286Z,ALD-C000676,ALD-A000676,CARD_PAYMENT,POS,41.99,EUR,tok_K000870,M001255,5411,PT,,,,,
ALD-T000767735,2026-04-29T00:46:16.017Z,ALD-C002090,ALD-A002090,CARD_PAYMENT,ECOM,22.83,EUR,tok_K002709,M001081,5812,PT,,,D002995,79.58.209.208,PT
ALD-T000767736,2026-04-29T00:50:01.989Z,ALD-C000254,ALD-A000254,CARD_PAYMENT,ECOM,158.21,EUR,tok_K000323,M000730,5541,PT,,,D000363,79.114.96.107,PT
ALD-T000767737,2026-04-29T00:51:47.974Z,ALD-C001501,ALD-A001501,TRANSFER,MOBILE,102.11,EUR,,,,,B018804,PT,D002148,79.87.203.120,PT
ALD-T000767738,2026-04-29T00:57:25.334Z,ALD-C000544,ALD-A000544,CARD_PAYMENT,POS,131.42,EUR,tok_K000699,M000077,5311,PT,,,,,
ALD-T000767739,2026-04-29T00:58:53.687Z,ALD-C003373,ALD-A003373,CARD_PAYMENT,ECOM,9.53,EUR,tok_K004378,M000029,5411,PT,,,D004776,79.203.124.5,PT
ALD-T000767740,2026-04-29T00:59:33.943Z,ALD-C003602,ALD-A003602,CARD_PAYMENT,ECOM,18.00,EUR,tok_K004677,M001078,5411,PT,,,D005096,79.194.73.55,PT
ALD-T000767741,2026-04-29T01:00:12.585Z,ALD-C001107,ALD-A001107,CARD_PAYMENT,POS,56.00,EUR,tok_K001426,M000832,5691,PT,,,,,
ALD-T000767742,2026-04-29T01:02:45.627Z,ALD-C002836,ALD-A002836,CARD_PAYMENT,POS,31.59,EUR,tok_K003689,M001423,5691,PT,,,,,
ALD-T000767743,2026-04-29T01:03:47.355Z,ALD-C001273,ALD-A001273,CARD_PAYMENT,POS,14.91,EUR,tok_K001639,M000403,5411,PT,,,,,
ALD-T000767744,2026-04-29T01:05:52.254Z,ALD-C001751,ALD-A001751,TRANSFER,WEB,964.01,EUR,,,,,B020226,PT,D002521,79.109.192.231,PT
ALD-T000767745,2026-04-29T01:06:31.635Z,ALD-C003681,ALD-A003681,CARD_PAYMENT,POS,5.18,EUR,tok_K004777,M000675,8398,PT,,,,,
ALD-T000767746,2026-04-29T01:06:49.808Z,ALD-C000565,ALD-A000565,TRANSFER,MOBILE,260.40,EUR,,,,,B013297,PT,D000805,79.99.246.162,PT
ALD-T000767747,2026-04-29T01:08:03.118Z,ALD-C002308,ALD-A002308,TRANSFER,MOBILE,50.12,EUR,,,,,B023387,PT,D003304,79.251.142.171,PT
ALD-T000767748,2026-04-29T01:09:53.135Z,ALD-C000119,ALD-A000119,CARD_PAYMENT,ECOM,24.70,EUR,tok_K000148,M001041,5691,PT,,,D000168,79.62.229.127,PT
ALD-T000767749,2026-04-29T01:10:03.376Z,ALD-C000521,ALD-A000521,CARD_PAYMENT,POS,60.39,EUR,tok_K000669,M000573,5541,PT,,,,,
ALD-T000767750,2026-04-29T01:11:30.514Z,ALD-C000990,ALD-A000990,TRANSFER,MOBILE,59.45,EUR,,,,,B002443,PT,D001419,79.64.46.132,PT
ALD-T000767751,2026-04-29T01:14:21.802Z,ALD-C002534,ALD-A002534,CARD_PAYMENT,POS,33.46,EUR,tok_K003297,M001383,5311,PT,,,,,
ALD-T000767752,2026-04-29T01:15:23.455Z,ALD-C001530,ALD-A001530,CARD_PAYMENT,ECOM,183.32,EUR,tok_K001968,M000486,5541,PT,,,D002196,79.48.124.168,PT
ALD-T000767753,2026-04-29T01:15:42.325Z,ALD-C001159,ALD-A001159,CARD_PAYMENT,ECOM,592.59,EUR,tok_K001491,M000628,5311,BR,,,D006166,98.7.29.168,ID
ALD-T000767754,2026-04-29T01:17:28.296Z,ALD-C000714,ALD-A000714,TRANSFER,OPEN_BANKING,18.31,EUR,,,,,B014100,PT,D001021,79.185.235.53,PT
ALD-T000767755,2026-04-29T01:17:33.385Z,ALD-C002245,ALD-A002245,CARD_PAYMENT,ECOM,10.39,EUR,tok_K002914,M001409,4111,PT,,,D003220,79.249.79.90,PT
ALD-T000767756,2026-04-29T01:17:37.131Z,ALD-C002903,ALD-A002903,CARD_PAYMENT,POS,20.19,EUR,tok_K003770,M001300,5691,PT,,,,,
ALD-T000767757,2026-04-29T01:17:44.904Z,ALD-C002569,ALD-A002569,TRANSFER,WEB,679.17,EUR,,,,,B024879,PT,D003676,79.116.106.82,PT
ALD-T000767758,2026-04-29T01:20:39.556Z,ALD-C000951,ALD-A000951,TRANSFER,OPEN_BANKING,165.38,EUR,,,,,B002336,PT,D001363,79.31.100.66,PT
ALD-T000767759,2026-04-29T01:22:25.178Z,ALD-C000350,ALD-A000350,TRANSFER,WEB,356.62,EUR,,,,,B012127,PT,D000494,79.38.145.81,PT
ALD-T000767760,2026-04-29T01:23:26.004Z,ALD-C002973,ALD-A002973,TRANSFER,MOBILE,138.92,EUR,,,,,B027146,PT,D004226,79.19.179.167,PT
ALD-T000767761,2026-04-29T01:23:40.169Z,ALD-C002853,ALD-A002853,TRANSFER,WEB,374.48,EUR,,,,,B007137,PT,D005933,79.79.91.30,PT
ALD-T000767762,2026-04-29T01:24:04.634Z,ALD-C002498,ALD-A002498,CARD_PAYMENT,ECOM,51.55,EUR,tok_K003246,M001381,5812,PT,,,D003572,79.179.118.1,PT
ALD-T000767763,2026-04-29T01:27:06.469Z,ALD-C003964,ALD-A003964,TRANSFER,MOBILE,51.77,EUR,,,,,B032604,PT,D005591,79.78.23.114,PT
ALD-T000767764,2026-04-29T01:27:56.430Z,ALD-C003060,ALD-A003060,CARD_PAYMENT,POS,29.11,EUR,tok_K003977,M000319,5816,PT,,,,,
ALD-T000767765,2026-04-29T01:28:31.260Z,ALD-C003581,ALD-A003581,CARD_PAYMENT,ECOM,43.33,EUR,tok_K004650,M000176,5541,PT,,,D005065,79.64.87.101,PT
ALD-T000767766,2026-04-29T01:28:37.918Z,ALD-C003023,ALD-A003023,CARD_PAYMENT,POS,39.40,EUR,tok_K003926,M000140,5812,PT,,,,,
ALD-T000767767,2026-04-29T01:29:49.756Z,ALD-C001535,ALD-A001535,TRANSFER,MOBILE,351.06,EUR,,,,,B019023,PT,D002203,79.175.217.170,PT
ALD-T000767768,2026-04-29T01:30:11.671Z,ALD-C003105,ALD-A003105,CARD_PAYMENT,POS,240.81,EUR,tok_K004036,M000706,5732,PT,,,,,
ALD-T000767769,2026-04-29T01:35:22.588Z,ALD-C003717,ALD-A003717,CARD_PAYMENT,ECOM,31.60,EUR,tok_K004827,M000955,5411,PT,,,D005259,79.52.118.23,PT
ALD-T000767770,2026-04-29T01:35:44.017Z,ALD-C003585,ALD-A003585,CARD_PAYMENT,POS,54.50,EUR,tok_K004656,M001144,5311,PT,,,,,
ALD-T000767771,2026-04-29T01:35:52.667Z,ALD-C000850,ALD-A000850,CARD_PAYMENT,POS,9.01,EUR,tok_K001087,M000813,4812,PT,,,,,
ALD-T000767772,2026-04-29T01:37:23.743Z,ALD-C002488,ALD-A002488,TRANSFER,MOBILE,736.22,EUR,,,,,B006226,PT,D003560,79.79.251.159,PT
ALD-T000767773,2026-04-29T01:37:27.767Z,ALD-C001381,ALD-A001381,CARD_PAYMENT,ECOM,30.06,EUR,tok_K001779,M001116,5812,PT,,,D005783,79.199.10.9,PT
ALD-T000767774,2026-04-29T01:38:58.428Z,ALD-C002372,ALD-A002372,CARD_PAYMENT,POS,9.01,EUR,tok_K003081,M000571,4111,PT,,,,,
ALD-T000767775,2026-04-29T01:39:17.431Z,ALD-C001153,ALD-A001153,CARD_PAYMENT,POS,22.81,EUR,tok_K001484,M001488,5816,PT,,,,,
ALD-T000767776,2026-04-29T01:40:09.692Z,ALD-C000184,ALD-A000184,CARD_PAYMENT,POS,9.95,EUR,tok_K000234,M000498,5812,PT,,,,,
ALD-T000767777,2026-04-29T01:42:48.222Z,ALD-C002279,ALD-A002279,CARD_PAYMENT,POS,136.28,EUR,tok_K002956,M001432,7011,PT,,,,,
ALD-T000767778,2026-04-29T01:44:45.952Z,ALD-C000127,ALD-A000127,CARD_PAYMENT,ECOM,383.54,EUR,tok_K000158,M001205,7011,PT,,,D000179,79.238.230.100,PT
ALD-T000767779,2026-04-29T01:45:12.922Z,ALD-C000477,ALD-A000477,CARD_PAYMENT,POS,15.00,EUR,tok_K000612,M000983,5812,PT,,,,,
ALD-T000767780,2026-04-29T01:46:25.986Z,ALD-C003728,ALD-A003728,TRANSFER,OPEN_BANKING,120.32,EUR,,,,,B031278,PT,D005273,79.74.181.91,PT
ALD-T000767781,2026-04-29T01:46:50.882Z,ALD-C002114,ALD-A002114,TRANSFER,MOBILE,4467.21,EUR,,,,,B022271,PT,D003032,79.69.192.67,PT
ALD-T000767782,2026-04-29T01:48:27.184Z,ALD-C003015,ALD-A003015,CARD_PAYMENT,ECOM,25.98,EUR,tok_K003916,M000837,5311,PT,,,D004291,79.163.126.230,PT
ALD-T000767783,2026-04-29T01:49:16.581Z,ALD-C000508,ALD-A000508,CARD_PAYMENT,ECOM,38.51,EUR,tok_K000652,M001379,5411,PT,,,D000722,79.255.203.161,PT
ALD-T000767784,2026-04-29T01:49:49.852Z,ALD-C001303,ALD-A001303,CARD_PAYMENT,POS,14.03,EUR,tok_K001676,M001437,5812,PT,,,,,
ALD-T000767785,2026-04-29T01:52:12.444Z,ALD-C001159,ALD-A001159,CARD_PAYMENT,ECOM,485.88,EUR,tok_K001491,M001134,5311,PT,,,D006166,98.7.29.168,ID
ALD-T000767786,2026-04-29T01:56:04.610Z,ALD-C001447,ALD-A001447,CARD_PAYMENT,POS,34.13,EUR,tok_K001862,M000688,5541,PT,,,,,
ALD-T000767787,2026-04-29T02:02:19.307Z,ALD-C001848,ALD-A001848,TRANSFER,MOBILE,105.45,EUR,,,,,B004618,PT,D002650,79.243.197.200,PT
ALD-T000767788,2026-04-29T02:02:59.101Z,ALD-C002124,ALD-A002124,CARD_PAYMENT,POS,25.75,EUR,tok_K002755,M000781,5411,PT,,,,,
ALD-T000767789,2026-04-29T02:08:33.360Z,ALD-C000029,ALD-A000029,TRANSFER,WEB,110.76,EUR,,,,,B000074,PT,D000042,79.17.194.98,PT
ALD-T000767790,2026-04-29T02:09:12.522Z,ALD-C001870,ALD-A001870,TRANSFER,OPEN_BANKING,292.96,EUR,,,,,B004677,PT,D002680,79.45.70.3,PT
ALD-T000767791,2026-04-29T02:09:17.051Z,ALD-C000081,ALD-A000081,CARD_PAYMENT,ECOM,59.51,EUR,tok_K000101,M000356,5691,PT,,,D005649,79.228.92.179,PT
ALD-T000767792,2026-04-29T02:10:30.024Z,ALD-C001147,ALD-A001147,CARD_PAYMENT,POS,83.67,EUR,tok_K001476,M000256,5999,PT,,,,,
ALD-T000767793,2026-04-29T02:10:32.719Z,ALD-C003731,ALD-A003731,CARD_PAYMENT,POS,85.29,EUR,tok_K004843,M000933,5411,PT,,,,,
ALD-T000767794,2026-04-29T02:10:47.588Z,ALD-C003114,ALD-A003114,CARD_PAYMENT,ECOM,41.78,EUR,tok_K004047,M000417,6051,PT,,,D004422,79.53.131.194,PT
ALD-T000767795,2026-04-29T02:11:02.239Z,ALD-C000524,ALD-A000524,CARD_PAYMENT,POS,23.74,EUR,tok_K000675,M001465,5541,PT,,,,,
ALD-T000767796,2026-04-29T02:14:04.456Z,ALD-C002643,ALD-A002643,TRANSFER,OPEN_BANKING,668.79,EUR,,,,,B025295,PT,D003775,79.203.34.102,PT
ALD-T000767797,2026-04-29T02:14:37.638Z,ALD-C003539,ALD-A003539,CARD_PAYMENT,ECOM,8.52,EUR,tok_K004597,M000164,5411,PT,,,D004998,79.27.250.45,PT
ALD-T000767798,2026-04-29T02:15:11.863Z,ALD-C000777,ALD-A000777,TRANSFER,WEB,45.33,EUR,,,,,B014432,PT,D001117,79.225.161.245,PT
ALD-T000767799,2026-04-29T02:16:41.475Z,ALD-C001186,ALD-A001186,TRANSFER,BRANCH,78.61,EUR,,,,,B002948,PT,,,
ALD-T000767800,2026-04-29T02:16:52.925Z,ALD-C001159,ALD-A001159,CARD_PAYMENT,ECOM,130.75,EUR,tok_K001491,M001554,5816,IT,,,D006166,98.7.29.168,ID
ALD-T000767801,2026-04-29T02:18:24.672Z,ALD-C003712,ALD-A003712,CARD_PAYMENT,POS,47.99,EUR,tok_K004820,M001391,5816,PT,,,,,
ALD-T000767802,2026-04-29T02:23:11.520Z,ALD-C002995,ALD-A002995,TRANSFER,MOBILE,553.66,EUR,,,,,B027282,PT,D004261,79.191.29.202,PT
ALD-T000767803,2026-04-29T02:23:31.995Z,ALD-C002063,ALD-A002063,CARD_PAYMENT,ECOM,48.08,EUR,tok_K002675,M000256,5999,PT,,,D002956,79.118.175.139,PT
ALD-T000767804,2026-04-29T02:24:37.611Z,ALD-C001059,ALD-A001059,CARD_PAYMENT,ECOM,60.53,EUR,tok_K001363,M000392,7011,PT,,,D001518,79.88.100.252,PT
ALD-T000767805,2026-04-29T02:25:27.060Z,ALD-C001501,ALD-A001501,CARD_PAYMENT,ECOM,18.73,EUR,tok_K001933,M000852,5812,PT,,,D002148,79.87.203.120,PT
ALD-T000767806,2026-04-29T02:28:22.185Z,ALD-C001352,ALD-A001352,CARD_PAYMENT,POS,26.99,EUR,tok_K001743,M000268,5541,PT,,,,,
ALD-T000767807,2026-04-29T02:33:49.146Z,ALD-C000840,ALD-A000840,CARD_PAYMENT,POS,100.51,EUR,tok_K001074,M001395,5411,PT,,,,,
ALD-T000767808,2026-04-29T02:34:36.970Z,ALD-C001059,ALD-A001059,CARD_PAYMENT,POS,18.25,EUR,tok_K001363,M000676,4111,PT,,,,,
ALD-T000767809,2026-04-29T02:37:22.118Z,ALD-C002021,ALD-A002021,CARD_PAYMENT,POS,71.47,EUR,tok_K002620,M000968,5732,PT,,,,,
ALD-T000767810,2026-04-29T02:38:55.432Z,ALD-C000491,ALD-A000491,TRANSFER,MOBILE,794.09,EUR,,,,,B012808,PT,D000698,79.143.197.110,PT
ALD-T000767811,2026-04-29T02:40:35.450Z,ALD-C000087,ALD-A000087,CARD_PAYMENT,POS,9.29,EUR,tok_K000108,M000416,4111,PT,,,,,
ALD-T000767812,2026-04-29T02:48:47.306Z,ALD-C000177,ALD-A000177,CARD_PAYMENT,POS,41.91,EUR,tok_K000227,M001470,5691,PT,,,,,
ALD-T000767813,2026-04-29T02:49:48.801Z,ALD-C003753,ALD-A003753,CARD_PAYMENT,POS,13.14,EUR,tok_K004876,M001454,4111,PT,,,,,
ALD-T000767814,2026-04-29T02:54:48.124Z,ALD-C002744,ALD-A002744,TRANSFER,WEB,154.29,EUR,,,,,B006872,PT,D003907,79.246.35.182,PT
ALD-T000767815,2026-04-29T02:55:59.819Z,ALD-C001159,ALD-A001159,CARD_PAYMENT,ECOM,838.93,EUR,tok_K001491,M000909,7995,NL,,,D006166,98.7.29.168,ID
ALD-T000767816,2026-04-29T02:59:13.847Z,ALD-C000178,ALD-A000178,CARD_PAYMENT,ECOM,1.53,EUR,tok_K000228,M000166,4111,PT,,,D005657,79.2.87.149,PT
ALD-T000767817,2026-04-29T03:03:41.489Z,ALD-C002134,ALD-A002134,TRANSFER,MOBILE,143.82,EUR,,,,,B005338,PT,D003060,79.142.17.178,PT
ALD-T000767818,2026-04-29T03:08:08.919Z,ALD-C000447,ALD-A000447,CARD_PAYMENT,POS,16.95,EUR,tok_K000576,M000837,5311,PT,,,,,
ALD-T000767819,2026-04-29T03:08:29.896Z,ALD-C003643,ALD-A003643,CARD_PAYMENT,POS,20.06,EUR,tok_K004727,M000240,5691,PT,,,,,
ALD-T000767820,2026-04-29T03:09:35.572Z,ALD-C000780,ALD-A000780,CARD_PAYMENT,ECOM,29.24,EUR,tok_K000999,M000599,5541,PT,,,D005716,79.2.62.6,PT
ALD-T000767821,2026-04-29T03:13:46.888Z,ALD-C000871,ALD-A000871,CARD_PAYMENT,POS,45.35,EUR,tok_K001117,M000908,5999,PT,,,,,
ALD-T000767822,2026-04-29T03:16:13.768Z,ALD-C003078,ALD-A003078,TRANSFER,MOBILE,324.23,EUR,,,,,B027773,PT,D004377,79.134.101.5,PT
ALD-T000767823,2026-04-29T03:16:41.995Z,ALD-C000026,ALD-A000026,CARD_PAYMENT,POS,16.03,EUR,tok_K000032,M001056,5999,PT,,,,,
ALD-T000767824,2026-04-29T03:18:24.855Z,ALD-C001846,ALD-A001846,CARD_PAYMENT,ECOM,65.82,EUR,tok_K002394,M001171,5812,PT,,,D002646,79.135.102.210,PT
ALD-T000767825,2026-04-29T03:18:26.519Z,ALD-C000109,ALD-A000109,TRANSFER,MOBILE,330.58,EUR,,,,,B000277,PT,D000156,79.12.97.213,PT
ALD-T000767826,2026-04-29T03:19:46.907Z,ALD-C000238,ALD-A000238,TRANSFER,WEB,221.97,EUR,,,,,B000580,PT,D000337,79.172.127.117,PT
ALD-T000767827,2026-04-29T03:21:41.800Z,ALD-C001930,ALD-A001930,CARD_PAYMENT,ECOM,27.50,EUR,tok_K002499,M001335,5541,PT,,,D005840,79.51.116.37,PT
ALD-T000767828,2026-04-29T03:23:01.619Z,ALD-C001740,ALD-A001740,CARD_PAYMENT,POS,24.18,EUR,tok_K002249,M001217,4111,PT,,,,,
ALD-T000767829,2026-04-29T03:27:44.860Z,ALD-C003390,ALD-A003390,CARD_PAYMENT,POS,28.07,EUR,tok_K004401,M000341,5999,PT,,,,,
ALD-T000767830,2026-04-29T03:30:48.427Z,ALD-C001864,ALD-A001864,CARD_PAYMENT,POS,35.62,EUR,tok_K002417,M000562,5999,PT,,,,,
ALD-T000767831,2026-04-29T03:31:32.139Z,ALD-C002216,ALD-A002216,CARD_PAYMENT,POS,53.07,EUR,tok_K002877,M001476,5691,PT,,,,,
ALD-T000767832,2026-04-29T03:33:32.201Z,ALD-C001159,ALD-A001159,CARD_PAYMENT,ECOM,894.29,EUR,tok_K001491,M000048,5816,IT,,,D006166,98.7.29.168,ID
ALD-T000767833,2026-04-29T03:37:07.848Z,ALD-C001159,ALD-A001159,CARD_PAYMENT,ECOM,794.78,EUR,tok_K001491,M001209,5816,GB,,,D006166,98.7.29.168,ID
ALD-T000767834,2026-04-29T03:38:05.681Z,ALD-C002781,ALD-A002781,TRANSFER,MOBILE,216.46,EUR,,,,,B006966,PT,D003952,79.103.72.71,PT
ALD-T000767835,2026-04-29T03:41:07.652Z,ALD-C002199,ALD-A002199,CARD_PAYMENT,POS,25.73,EUR,tok_K002854,M000631,5411,PT,,,,,
ALD-T000767836,2026-04-29T03:41:33.929Z,ALD-C000470,ALD-A000470,CARD_PAYMENT,POS,164.00,EUR,tok_K000604,M000686,5411,PT,,,,,
ALD-T000767837,2026-04-29T03:43:21.972Z,ALD-C000122,ALD-A000122,CARD_PAYMENT,ECOM,15.27,EUR,tok_K000151,M000870,5541,PT,,,D000172,79.47.200.18,PT
ALD-T000767838,2026-04-29T03:45:25.714Z,ALD-C002100,ALD-A002100,TRANSFER,BRANCH,134.70,EUR,,,,,B005251,PT,,,
ALD-T000767839,2026-04-29T03:46:34.965Z,ALD-C001331,ALD-A001331,TRANSFER,MOBILE,373.84,EUR,,,,,B017693,PT,D001901,79.60.34.66,PT
ALD-T000767840,2026-04-29T03:47:28.550Z,ALD-C003072,ALD-A003072,CARD_PAYMENT,POS,41.33,EUR,tok_K003991,M000796,5541,PT,,,,,
ALD-T000767841,2026-04-29T03:52:53.323Z,ALD-C003015,ALD-A003015,CARD_PAYMENT,ECOM,27.05,EUR,tok_K003916,M000099,5411,PT,,,D004292,79.163.126.230,PT
ALD-T000767842,2026-04-29T03:53:01.774Z,ALD-C003634,ALD-A003634,CARD_PAYMENT,ECOM,36.86,EUR,tok_K004717,M001065,4812,PT,,,D005995,79.211.194.191,PT
ALD-T000767843,2026-04-29T03:53:41.613Z,ALD-C001351,ALD-A001351,CARD_PAYMENT,POS,107.01,EUR,tok_K001742,M000746,4812,PT,,,,,
ALD-T000767844,2026-04-29T03:55:59.648Z,ALD-C003733,ALD-A003733,TRANSFER,MOBILE,175.68,EUR,,,,,B031323,PT,D005281,79.199.138.249,PT
ALD-T000767845,2026-04-29T03:57:23.129Z,ALD-C003609,ALD-A003609,TRANSFER,MOBILE,100.06,EUR,,,,,B030695,PT,D005106,79.9.46.140,PT
ALD-T000767846,2026-04-29T04:00:43.721Z,ALD-C003247,ALD-A003247,TRANSFER,MOBILE,162.34,EUR,,,,,B008120,PT,D004607,79.130.49.80,PT
ALD-T000767847,2026-04-29T04:00:51.722Z,ALD-C002480,ALD-A002480,TRANSFER,MOBILE,51.87,EUR,,,,,B024357,PT,D003547,79.177.45.38,PT
ALD-T000767848,2026-04-29T04:01:37.219Z,ALD-C003692,ALD-A003692,CARD_PAYMENT,ECOM,74.79,EUR,tok_K004790,M001062,5999,PT,,,D005220,79.134.106.145,PT
ALD-T000767849,2026-04-29T04:08:15.294Z,ALD-C003304,ALD-A003304,CARD_PAYMENT,ECOM,40.95,EUR,tok_K004289,M000221,5411,PT,,,D004684,79.75.214.135,PT
ALD-T000767850,2026-04-29T04:08:26.033Z,ALD-C002425,ALD-A002425,CARD_PAYMENT,POS,12.58,EUR,tok_K003147,M000636,8398,PT,,,,,
ALD-T000767851,2026-04-29T04:08:58.787Z,ALD-C003637,ALD-A003637,CARD_PAYMENT,POS,53.15,EUR,tok_K004720,M001018,5411,PT,,,,,
ALD-T000767852,2026-04-29T04:09:57.431Z,ALD-C000811,ALD-A000811,CARD_PAYMENT,POS,28.96,EUR,tok_K001036,M001490,5411,PT,,,,,
ALD-T000767853,2026-04-29T04:10:03.056Z,ALD-C003458,ALD-A003458,CARD_PAYMENT,POS,16.98,EUR,tok_K004489,M000325,5812,PT,,,,,
ALD-T000767854,2026-04-29T04:10:25.476Z,ALD-C000914,ALD-A000914,CARD_PAYMENT,POS,376.07,EUR,tok_K001172,M000256,5999,PT,,,,,
ALD-T000767855,2026-04-29T04:12:26.012Z,ALD-C002522,ALD-A002522,CARD_PAYMENT,ECOM,197.77,EUR,tok_K003281,M000392,7011,PT,,,D003609,79.64.89.132,PT
ALD-T000767856,2026-04-29T04:13:15.310Z,ALD-C003663,ALD-A003663,TRANSFER,MOBILE,157.22,EUR,,,,,B009153,PT,D005181,79.154.122.48,PT
ALD-T000767857,2026-04-29T04:15:10.969Z,ALD-C001204,ALD-A001204,TRANSFER,OPEN_BANKING,466.77,EUR,,,,,B016957,PT,D005761,79.255.222.182,PT
ALD-T000767858,2026-04-29T04:16:14.007Z,ALD-C003766,ALD-A003766,CARD_PAYMENT,POS,19.55,EUR,tok_K004892,M000437,5999,PT,,,,,
ALD-T000767859,2026-04-29T04:16:27.974Z,ALD-C000376,ALD-A000376,CARD_PAYMENT,ECOM,29.00,EUR,tok_K000477,M001597,5691,PT,,,D000530,79.3.0.243,PT
ALD-T000767860,2026-04-29T04:17:39.246Z,ALD-C001428,ALD-A001428,CARD_PAYMENT,ECOM,14.71,EUR,tok_K001838,M001164,5411,PT,,,D002042,79.196.63.170,PT
ALD-T000767861,2026-04-29T04:20:33.577Z,ALD-C000210,ALD-A000210,TRANSFER,MOBILE,146.90,EUR,,,,,B011299,PT,D000302,79.5.11.24,PT
