transaction_id,event_time,customer_id,account_id,transaction_type,channel,amount,currency,card_token,merchant_id,mcc,merchant_country,beneficiary_id,beneficiary_country,device_id,ip_address,ip_country
ALD-T000767743,2026-04-29T01:03:47.355Z,ALD-C001273,ALD-A001273,CARD_PAYMENT,POS,14.91,EUR,tok_K001639,M000403,5411,PT,,,,,
ALD-T000767744,2026-04-29T01:05:52.254Z,ALD-C001751,ALD-A001751,TRANSFER,WEB,964.01,EUR,,,,,B020226,PT,D002521,79.109.192.231,PT
ALD-T000767745,2026-04-29T01:06:31.635Z,ALD-C003681,ALD-A003681,CARD_PAYMENT,POS,5.18,EUR,tok_K004777,M000675,8398,PT,,,,,
ALD-T000767746,2026-04-29T01:06:49.808Z,ALD-C000565,ALD-A000565,TRANSFER,MOBILE,260.40,EUR,,,,,B013297,PT,D000805,79.99.246.162,PT
ALD-T000767747,2026-04-29T01:08:03.118Z,ALD-C002308,ALD-A002308,TRANSFER,MOBILE,50.12,EUR,,,,,B023387,PT,D003304,79.251.142.171,PT
ALD-T000767748,2026-04-29T01:09:53.135Z,ALD-C000119,ALD-A000119,CARD_PAYMENT,ECOM,24.70,EUR,tok_K000148,M001041,5691,PT,,,D000168,79.62.229.127,PT
ALD-T000767749,2026-04-29T01:10:03.376Z,ALD-C000521,ALD-A000521,CARD_PAYMENT,POS,60.39,EUR,tok_K000669,M000573,5541,PT,,,,,
ALD-T000767750,2026-04-29T01:11:30.514Z,ALD-C000990,ALD-A000990,TRANSFER,MOBILE,59.45,EUR,,,,,B002443,PT,D001419,79.64.46.132,PT
ALD-T000767751,2026-04-29T01:14:21.802Z,ALD-C002534,ALD-A002534,CARD_PAYMENT,POS,33.46,EUR,tok_K003297,M001383,5311,PT,,,,,
ALD-T000767752,2026-04-29T01:15:23.455Z,ALD-C001530,ALD-A001530,CARD_PAYMENT,ECOM,183.32,EUR,tok_K001968,M000486,5541,PT,,,D002196,79.48.124.168,PT
ALD-T000767753,2026-04-29T01:15:42.325Z,ALD-C001159,ALD-A001159,CARD_PAYMENT,ECOM,592.59,EUR,tok_K001491,M000628,5311,BR,,,D006166,98.7.29.168,ID
ALD-T000767754,2026-04-29T01:17:28.296Z,ALD-C000714,ALD-A000714,TRANSFER,OPEN_BANKING,18.31,EUR,,,,,B014100,PT,D001021,79.185.235.53,PT
ALD-T000767755,2026-04-29T01:17:33.385Z,ALD-C002245,ALD-A002245,CARD_PAYMENT,ECOM,10.39,EUR,tok_K002914,M001409,4111,PT,,,D003220,79.249.79.90,PT
ALD-T000767756,2026-04-29T01:17:37.131Z,ALD-C002903,ALD-A002903,CARD_PAYMENT,POS,20.19,EUR,tok_K003770,M001300,5691,PT,,,,,
ALD-T000767757,2026-04-29T01:17:44.904Z,ALD-C002569,ALD-A002569,TRANSFER,WEB,679.17,EUR,,,,,B024879,PT,D003676,79.116.106.82,PT
ALD-T000767758,2026-04-29T01:20:39.556Z,ALD-C000951,ALD-A000951,TRANSFER,OPEN_BANKING,165.38,EUR,,,,,B002336,PT,D001363,79.31.100.66,PT
ALD-T000767759,2026-04-29T01:22:25.178Z,ALD-C000350,ALD-A000350,TRANSFER,WEB,356.62,EUR,,,,,B012127,PT,D000494,79.38.145.81,PT
ALD-T000767760,2026-04-29T01:23:26.004Z,ALD-C002973,ALD-A002973,TRANSFER,MOBILE,138.92,EUR,,,,,B027146,PT,D004226,79.19.179.167,PT
